account_id,customer_id,account_type,open_date,status,balance_eur
A0000498,C000224,Current,2019-06-02,Active,3169.85
A0000499,C000365,Current,2023-07-16,Active,5916.67
A0000500,C000038,Current,2015-03-28,Active,-1500.0
A0000501,C000691,Current,2014-05-14,Active,1415.87
A0000502,C000708,Current,2020-06-24,Inactive,5650.78
A0000503,C000668,Savings,2014-06-29,Active,2749.28
A0000504,C000549,Savings,2021-10-07,Inactive,8075.87
A0000505,C000363,Payroll,2014-05-20,Active,-1500.0
A0000506,C000724,Savings,2023-09-13,Active,-1500.0
A0000507,C000872,Payroll,2019-04-29,Active,5424.81
A0000508,C000088,Savings,2023-06-24,Active,5790.07
A0000509,C000383,Current,2015-04-08,Active,1765.65
A0000510,C000996,Payroll,2016-09-24,Active,4021.5
A0000511,C000862,Current,2018-07-19,Active,5331.79
A0000512,C000995,Savings,2014-04-18,Active,-592.68
A0000513,C000184,Savings,2015-01-11,Active,-186.02
A0000514,C000465,Current,2017-04-17,Active,3220.96
A0000515,C000131,Savings,2021-05-14,Active,5935.54
A0000516,C000867,Current,2021-01-29,Active,-1500.0
A0000517,C000519,Current,2014-11-13,Active,1747.8
A0000518,C000244,Current,2014-08-07,Active,1571.9
A0000519,C000091,Current,2020-07-22,Active,4088.24
A0000520,C000738,Current,2017-08-05,Active,2466.95
A0000521,C000812,Savings,2021-12-01,Active,425.64
A0000522,C000880,Savings,2016-12-23,Active,7244.55
A0000523,C000972,Savings,2017-08-17,Active,450.82
A0000524,C000815,Savings,2016-03-11,Inactive,1390.03
A0000525,C000787,Current,2016-08-30,Active,-1500.0
A0000526,C000812,Current,2021-01-21,Active,-211.78
A0000527,C000999,Savings,2018-09-17,Active,4461.09
A0000528,C000464,Payroll,2020-08-02,Active,3718.29
A0000529,C000759,Current,2014-10-15,Active,4778.16
A0000530,C000820,Current,2019-05-09,Active,4593.73
A0000531,C000117,Savings,2018-08-02,Active,10433.31
A0000532,C000691,Payroll,2023-02-07,Inactive,-341.86
A0000533,C000339,Current,2018-03-26,Active,-1500.0
A0000534,C000133,Current,2015-01-12,Active,-1492.1
A0000535,C000171,Current,2020-12-19,Active,-173.88
A0000536,C000115,Savings,2015-07-01,Active,-1202.44
A0000537,C000898,Payroll,2023-02-01,Active,2855.91
A0000538,C000772,Savings,2017-10-31,Active,7260.09
A0000539,C000103,Current,2021-11-03,Active,8350.7
A0000540,C000626,Savings,2020-07-21,Active,4416.37
A0000541,C000661,Payroll,2018-08-24,Active,10636.83
A0000542,C000520,Savings,2019-11-02,Active,1145.78
A0000543,C000607,Payroll,2015-10-29,Active,-1500.0
A0000544,C000908,Current,2014-09-28,Active,6502.08
A0000545,C000519,Current,2021-08-28,Active,-1500.0
A0000546,C000660,Savings,2023-07-31,Active,-369.01
A0000547,C000572,Savings,2022-08-13,Active,4476.43
A0000548,C000397,Payroll,2017-01-18,Active,2110.95
A0000549,C000891,Savings,2017-07-30,Active,1774.38
A0000550,C000414,Current,2017-08-03,Active,-1500.0
A0000551,C000800,Current,2021-01-08,Active,2458.95
A0000552,C000606,Savings,2020-03-26,Active,6313.92
A0000553,C000685,Current,2021-12-17,Active,2575.88
A0000554,C000761,Savings,2023-06-12,Active,-654.86
A0000555,C000736,Current,2017-12-03,Active,-1500.0
A0000556,C000565,Current,2020-08-15,Inactive,-576.46
A0000557,C000616,Savings,2019-01-01,Active,3990.87
A0000558,C000509,Current,2023-07-17,Active,3805.69
A0000559,C000340,Savings,2017-07-16,Active,-541.93
A0000560,C000727,Savings,2015-11-16,Active,-1500.0
A0000561,C000879,Savings,2017-10-14,Active,4096.05
A0000562,C000706,Savings,2020-03-08,Active,-911.29
A0000563,C000773,Savings,2023-07-12,Active,5118.44
A0000564,C000831,Payroll,2022-04-14,Active,-373.22
A0000565,C000368,Current,2014-03-09,Active,-1254.02
A0000566,C000063,Current,2019-02-01,Active,3082.05
A0000567,C000338,Savings,2015-08-04,Active,11459.26
A0000568,C000755,Savings,2017-08-14,Active,5346.31
A0000569,C000816,Savings,2023-06-08,Active,3017.63
A0000570,C000514,Savings,2023-11-04,Active,3863.64
A0000571,C000779,Savings,2015-07-15,Active,-1500.0
A0000572,C000075,Current,2015-05-30,Active,-1500.0
A0000573,C000645,Savings,2020-12-16,Active,-1500.0
A0000574,C000680,Current,2018-02-08,Active,9073.52
A0000575,C000508,Current,2018-04-29,Active,8304.07
A0000576,C000717,Savings,2022-09-23,Active,3992.71
A0000577,C000492,Savings,2023-03-15,Active,3013.44
A0000578,C000524,Current,2022-12-31,Active,-1500.0
A0000579,C000604,Payroll,2021-10-28,Inactive,1666.66
A0000580,C000794,Savings,2023-10-19,Active,9311.09
A0000581,C000249,Savings,2021-03-12,Active,2999.38
A0000582,C000301,Payroll,2022-11-04,Active,354.34
A0000583,C000419,Current,2019-05-27,Active,-1500.0
A0000584,C000202,Savings,2014-07-05,Active,7745.16
A0000585,C000335,Current,2022-02-28,Active,2233.68
A0000586,C000351,Current,2023-04-17,Active,-1500.0
A0000587,C000315,Current,2017-02-13,Active,-1012.21
A0000588,C000411,Current,2018-04-12,Active,-1500.0
A0000589,C000505,Savings,2019-09-20,Active,1999.37
A0000590,C000696,Current,2020-07-06,Active,3287.89
A0000591,C000303,Savings,2020-09-28,Active,587.78
A0000592,C000846,Current,2017-12-10,Active,5452.78
A0000593,C000480,Current,2022-07-16,Active,2799.45
A0000594,C000721,Payroll,2022-02-17,Active,6536.79
A0000595,C000115,Savings,2023-06-02,Active,1142.66
A0000596,C000174,Payroll,2019-10-04,Active,14072.24
A0000597,C000454,Savings,2014-10-10,Active,354.94
A0000598,C000367,Current,2022-06-14,Active,-932.65
A0000599,C000497,Savings,2014-10-18,Active,-1399.94
A0000600,C000159,Savings,2015-12-09,Active,1698.43
A0000601,C000474,Current,2016-11-06,Active,-1500.0
A0000602,C000687,Payroll,2015-11-07,Inactive,3619.34
A0000603,C000729,Savings,2021-03-26,Active,-1500.0
A0000604,C000249,Savings,2018-05-27,Active,3114.35
A0000605,C000345,Savings,2016-03-11,Active,-1500.0
A0000606,C000526,Savings,2014-01-18,Active,1051.09
A0000607,C000518,Current,2016-02-29,Active,4797.25
A0000608,C000792,Payroll,2020-12-03,Inactive,11255.34
A0000609,C000391,Current,2021-12-09,Active,-1500.0
A0000610,C000671,Current,2016-12-16,Inactive,1928.79
A0000611,C000884,Current,2014-09-25,Active,-250.28
A0000612,C000299,Savings,2019-07-28,Active,-805.51
A0000613,C000823,Payroll,2021-10-28,Active,-216.9
A0000614,C000333,Payroll,2014-09-13,Inactive,5631.45
A0000615,C000335,Savings,2021-12-13,Active,645.39
A0000616,C000654,Payroll,2015-09-15,Active,11047.39
A0000617,C000622,Savings,2016-07-30,Active,4080.72
A0000618,C000550,Current,2020-03-23,Active,-1338.04
A0000619,C000232,Savings,2014-07-07,Active,1106.52
A0000620,C000097,Current,2017-01-20,Active,-547.02
A0000621,C000909,Current,2015-05-22,Active,5540.26
A0000622,C000874,Current,2016-02-23,Active,-1500.0
A0000623,C000887,Current,2021-09-23,Active,-1500.0
A0000624,C000513,Payroll,2016-04-15,Active,252.12
A0000625,C000885,Payroll,2014-06-08,Active,5095.2
A0000626,C000474,Current,2016-02-24,Active,7185.63
A0000627,C000076,Savings,2014-11-13,Active,7746.06
A0000628,C000199,Current,2020-03-23,Inactive,4513.25
A0000629,C000273,Current,2023-09-21,Active,2185.02
A0000630,C000377,Current,2015-09-05,Active,5519.58
A0000631,C000940,Current,2021-04-14,Active,-1500.0
A0000632,C000333,Current,2017-08-16,Active,-1500.0
A0000633,C000613,Current,2014-09-20,Active,4159.22
A0000634,C000271,Current,2020-11-15,Active,-1321.58
A0000635,C000644,Current,2016-02-06,Active,2251.83
A0000636,C000568,Payroll,2019-02-18,Active,2954.58
A0000637,C000151,Current,2019-01-25,Active,3442.85
A0000638,C000463,Current,2019-12-21,Active,6063.61
A0000639,C000106,Savings,2015-05-08,Active,5661.89
A0000640,C000890,Current,2016-07-04,Active,3241.0
A0000641,C000705,Savings,2021-05-15,Active,820.34
A0000642,C000942,Current,2023-04-28,Active,2909.5
A0000643,C000876,Savings,2014-02-12,Active,234.4
A0000644,C000220,Savings,2018-02-19,Active,1753.57
A0000645,C000708,Savings,2022-10-23,Active,12449.06
A0000646,C000101,Savings,2016-11-13,Active,3192.32
A0000647,C000961,Current,2018-06-22,Active,4210.93
A0000648,C000786,Current,2023-01-14,Active,-180.83
A0000649,C000681,Current,2023-09-07,Active,6376.28
A0000650,C000995,Savings,2020-07-19,Active,5389.04
A0000651,C000847,Current,2020-12-08,Active,5415.94
A0000652,C000864,Current,2020-02-19,Active,3316.59
A0000653,C000101,Savings,2016-11-01,Active,6429.92
A0000654,C000024,Current,2022-11-11,Active,7332.4
A0000655,C000962,Current,2014-05-05,Active,3575.78
A0000656,C000252,Savings,2014-08-02,Active,2064.47
A0000657,C000427,Current,2020-01-06,Active,5899.37
A0000658,C000044,Payroll,2022-05-16,Active,-935.68
A0000659,C000624,Payroll,2022-02-19,Active,-228.25
A0000660,C000821,Payroll,2020-10-10,Active,2297.46
A0000661,C000842,Current,2017-10-05,Active,-1500.0
A0000662,C000582,Current,2017-08-06,Inactive,5644.86
A0000663,C000662,Savings,2018-04-03,Active,-1159.07
A0000664,C000514,Savings,2016-07-24,Active,708.33
A0000665,C000447,Savings,2018-03-10,Active,1689.54
A0000666,C000555,Current,2015-01-18,Active,2649.29
A0000667,C000936,Current,2017-03-13,Active,1194.12
A0000668,C000253,Current,2023-05-28,Active,2243.99
A0000669,C000471,Current,2021-01-24,Active,2273.41
A0000670,C000602,Current,2015-06-02,Inactive,801.28
A0000671,C000571,Payroll,2016-11-10,Active,-438.14
A0000672,C000031,Current,2016-08-04,Active,6609.6
A0000673,C000288,Savings,2016-10-25,Inactive,-1500.0
A0000674,C000647,Payroll,2020-11-27,Active,1718.28
A0000675,C000695,Current,2022-12-11,Active,718.18
A0000676,C000735,Savings,2021-02-05,Active,4091.41
A0000677,C000992,Savings,2018-11-18,Active,-1500.0
A0000678,C000674,Current,2015-08-10,Active,600.82
A0000679,C000580,Savings,2015-06-06,Active,2111.03
A0000680,C000333,Payroll,2022-02-19,Active,6566.28
A0000681,C000371,Savings,2020-10-09,Active,3762.3
A0000682,C000827,Payroll,2019-02-06,Active,-1500.0
A0000683,C000469,Payroll,2019-10-08,Active,647.59
A0000684,C000716,Current,2022-06-24,Active,5867.0
A0000685,C000125,Savings,2022-02-18,Active,-1500.0
A0000686,C000129,Savings,2014-11-15,Active,2201.15
A0000687,C000216,Savings,2017-12-13,Active,2465.34
A0000688,C000196,Savings,2014-06-06,Active,1034.02
A0000689,C000607,Savings,2017-11-05,Inactive,12743.86
A0000690,C000638,Payroll,2020-05-14,Active,931.62
A0000691,C000558,Current,2016-01-31,Active,4209.11
A0000692,C000290,Savings,2015-07-02,Active,-411.94
A0000693,C000577,Current,2018-11-27,Active,4505.44
A0000694,C000120,Savings,2019-04-01,Active,5808.99
A0000695,C000473,Savings,2021-02-19,Active,265.74
A0000696,C000155,Savings,2014-02-21,Inactive,2292.13
A0000697,C000077,Current,2016-06-24,Active,-902.06
A0000698,C000166,Savings,2021-10-17,Active,-1500.0
A0000699,C000112,Current,2020-10-25,Active,6439.82
A0000700,C000478,Current,2022-12-28,Active,394.8
A0000701,C000546,Current,2022-02-21,Active,-1500.0
A0000702,C000608,Payroll,2022-05-20,Active,9208.35
A0000703,C000440,Current,2019-02-07,Active,-547.96
A0000704,C000177,Payroll,2023-07-30,Active,1563.78
A0000705,C000021,Current,2018-02-27,Active,8735.44
A0000706,C000713,Savings,2023-01-10,Active,1961.38
A0000707,C000983,Savings,2017-12-01,Active,1879.32
A0000708,C000282,Savings,2018-06-09,Active,-1500.0
A0000709,C000205,Savings,2020-11-07,Active,-1500.0
A0000710,C000312,Savings,2017-12-24,Active,1867.73
A0000711,C000215,Payroll,2015-06-21,Active,3878.68
A0000712,C000224,Savings,2022-12-16,Active,3661.0
A0000713,C000495,Current,2018-07-12,Active,671.21
A0000714,C000786,Current,2023-04-07,Active,2576.98
A0000715,C000713,Savings,2017-12-27,Active,-1500.0
A0000716,C000960,Savings,2023-09-21,Active,4248.63
A0000717,C000358,Savings,2020-01-10,Active,3113.34
A0000718,C000493,Savings,2021-09-05,Active,9999.91
A0000719,C000381,Current,2021-07-20,Active,2528.42
A0000720,C000043,Savings,2016-01-08,Active,-1082.14
A0000721,C000389,Savings,2022-02-24,Active,2307.25
A0000722,C000261,Savings,2023-06-12,Active,1254.36
A0000723,C000479,Savings,2020-08-10,Inactive,4151.89
A0000724,C000159,Payroll,2023-06-20,Active,2602.19
A0000725,C000742,Savings,2022-06-16,Active,-1500.0
A0000726,C000843,Payroll,2020-08-28,Active,-1500.0
A0000727,C000961,Current,2018-10-08,Active,3499.05
A0000728,C000085,Savings,2022-07-27,Active,7755.84
A0000729,C000118,Savings,2015-11-09,Active,2801.52
A0000730,C000967,Savings,2019-08-11,Inactive,5590.53
A0000731,C000849,Current,2022-02-25,Active,6348.67
A0000732,C000589,Savings,2023-06-09,Inactive,3513.81
A0000733,C000322,Current,2016-09-01,Active,-595.07
A0000734,C000518,Payroll,2014-12-09,Active,3242.17
A0000735,C000536,Current,2017-05-01,Active,7086.88
A0000736,C000848,Current,2022-08-20,Active,4513.58
A0000737,C000530,Savings,2019-03-27,Active,5343.33
A0000738,C000028,Current,2014-07-22,Active,742.32
A0000739,C000700,Current,2015-03-12,Active,1731.06
A0000740,C000778,Savings,2017-05-22,Active,2048.84
A0000741,C000299,Savings,2017-06-04,Active,2304.92
A0000742,C000117,Current,2015-05-09,Active,6938.24
A0000743,C000143,Savings,2018-12-09,Active,-1500.0
A0000744,C000841,Savings,2018-10-15,Active,2616.05
A0000745,C000448,Savings,2015-12-29,Active,2197.91
A0000746,C000530,Current,2016-04-27,Active,-1500.0
A0000747,C000961,Current,2020-08-22,Active,5052.72
A0000748,C000062,Payroll,2023-07-08,Active,-253.1
A0000749,C000206,Savings,2023-12-17,Active,1143.28
A0000750,C000834,Current,2019-08-04,Active,9525.37
A0000751,C000541,Payroll,2014-05-21,Active,6337.9
A0000752,C000028,Current,2022-12-21,Active,4683.05
A0000753,C000703,Savings,2023-07-02,Active,3946.95
A0000754,C000139,Savings,2016-10-11,Active,1874.22
A0000755,C000783,Payroll,2018-01-01,Active,10097.63
A0000756,C000798,Payroll,2014-04-05,Active,5548.24
A0000757,C000825,Current,2022-01-03,Active,-348.29
A0000758,C000465,Savings,2021-10-02,Active,-1500.0
A0000759,C000268,Current,2014-03-17,Active,4653.98
A0000760,C000882,Savings,2021-01-07,Active,2287.7
A0000761,C000559,Savings,2018-02-12,Active,-1500.0
A0000762,C000636,Current,2019-06-15,Active,4128.63
A0000763,C000137,Current,2016-03-07,Active,1477.7
A0000764,C000624,Current,2022-02-24,Active,4516.53
A0000765,C000581,Current,2018-01-16,Active,4178.61
A0000766,C000293,Current,2022-05-25,Active,188.6
A0000767,C000767,Payroll,2015-06-26,Active,4904.81
A0000768,C000134,Savings,2019-11-16,Active,607.96
A0000769,C000720,Savings,2017-02-06,Active,855.05
A0000770,C000962,Payroll,2023-08-27,Active,477.37
A0000771,C000568,Savings,2019-07-26,Active,6797.7
A0000772,C000105,Current,2021-03-11,Active,1433.82
A0000773,C000554,Payroll,2014-11-11,Active,7715.28
A0000774,C000530,Savings,2020-10-06,Inactive,9277.24
A0000775,C000553,Savings,2015-01-04,Active,-307.13
A0000776,C000273,Payroll,2017-08-12,Active,-1500.0
A0000777,C000627,Savings,2016-03-23,Active,6469.14
A0000778,C000265,Savings,2014-01-09,Active,1200.51
A0000779,C000558,Payroll,2019-11-10,Active,-791.51
A0000780,C000595,Savings,2016-05-29,Active,262.87
A0000781,C000646,Payroll,2019-02-14,Active,923.71
A0000782,C000798,Current,2021-08-20,Active,7429.33
A0000783,C000883,Current,2015-10-13,Active,3107.66
A0000784,C000778,Savings,2021-02-04,Active,7377.67
A0000785,C000796,Current,2016-12-20,Inactive,4378.04
A0000786,C000869,Payroll,2017-04-23,Active,1324.92
A0000787,C000243,Current,2019-10-08,Active,1016.64
A0000788,C000293,Savings,2020-04-02,Active,4634.11
A0000789,C000534,Current,2020-07-20,Active,5617.62
A0000790,C000466,Payroll,2015-12-14,Active,6287.81
A0000791,C000703,Current,2019-10-17,Active,1506.15
A0000792,C000010,Current,2016-08-20,Active,3165.78
A0000793,C000139,Current,2016-10-07,Active,4719.35
A0000794,C000747,Savings,2023-06-21,Active,1040.93
A0000795,C000822,Payroll,2015-01-04,Active,-1500.0
A0000796,C000303,Payroll,2018-02-17,Inactive,-563.83
A0000797,C000311,Current,2018-05-23,Active,1584.07
A0000798,C000562,Savings,2016-06-13,Active,5016.39
A0000799,C000478,Current,2021-11-06,Active,7284.11
A0000800,C000170,Savings,2018-11-13,Inactive,-1500.0
A0000801,C000501,Savings,2021-03-10,Active,230.09
A0000802,C000820,Current,2017-11-13,Active,1140.12
A0000803,C000730,Savings,2022-12-18,Active,5519.92
A0000804,C000818,Payroll,2021-04-16,Active,493.18
A0000805,C000644,Current,2017-05-01,Active,867.02
A0000806,C000878,Current,2023-08-13,Active,-1500.0
A0000807,C000250,Current,2022-08-24,Active,4336.95
A0000808,C000046,Current,2019-11-30,Active,1886.68
A0000809,C000115,Current,2014-03-02,Active,14.63
A0000810,C000993,Savings,2019-11-28,Active,1513.85
A0000811,C000641,Current,2020-11-26,Active,6782.58
A0000812,C000248,Savings,2017-08-24,Active,-1318.57
A0000813,C000855,Payroll,2015-06-10,Active,-698.31
A0000814,C000310,Payroll,2019-08-23,Active,7258.56
A0000815,C000598,Savings,2022-01-04,Active,2787.94
A0000816,C000250,Current,2017-03-11,Inactive,5045.07
A0000817,C000095,Current,2018-07-24,Active,4026.66
A0000818,C000268,Current,2014-01-04,Active,2365.73
A0000819,C000229,Payroll,2021-01-13,Active,1176.46
A0000820,C000553,Payroll,2022-08-28,Active,5659.92
A0000821,C000021,Current,2021-10-04,Active,6916.88
A0000822,C000240,Current,2018-04-17,Active,6619.92
A0000823,C000568,Savings,2014-06-14,Active,-1500.0
A0000824,C000394,Current,2018-12-02,Active,7458.66
A0000825,C000636,Payroll,2023-05-26,Active,1139.85
A0000826,C000656,Current,2014-11-01,Active,-369.11
A0000827,C000966,Current,2016-02-20,Active,1856.55
A0000828,C000837,Current,2022-05-14,Inactive,5658.29
A0000829,C000229,Current,2019-09-05,Active,4553.76
A0000830,C000693,Current,2015-09-14,Active,1529.53
A0000831,C000628,Payroll,2014-03-30,Active,5683.13
A0000832,C000595,Current,2018-02-07,Active,3031.47
A0000833,C000799,Savings,2019-12-12,Active,322.71
A0000834,C000148,Current,2022-05-25,Active,-190.53
A0000835,C000376,Current,2022-10-31,Active,4058.89
A0000836,C000817,Current,2018-07-29,Active,2186.43
A0000837,C000893,Current,2018-03-23,Active,-1500.0
A0000838,C000038,Current,2023-04-22,Active,5719.21
A0000839,C000472,Current,2021-10-06,Active,674.95
A0000840,C000265,Payroll,2016-02-03,Active,8550.05
A0000841,C000168,Savings,2020-10-22,Active,-1500.0
A0000842,C000058,Payroll,2021-02-23,Active,1813.31
A0000843,C000539,Current,2016-05-03,Active,-159.92
A0000844,C000668,Savings,2023-10-10,Active,-1206.61
A0000845,C000532,Savings,2016-12-19,Active,650.2
A0000846,C000369,Current,2019-06-30,Active,9228.16
A0000847,C000772,Current,2018-12-08,Active,3044.81
A0000848,C000653,Savings,2020-12-01,Active,-508.49
A0000849,C000909,Savings,2023-01-05,Active,-1500.0
A0000850,C000348,Savings,2017-12-06,Inactive,-1500.0
A0000851,C000239,Current,2017-11-04,Active,461.44
A0000852,C000456,Payroll,2021-07-05,Active,91.99
A0000853,C000507,Current,2023-07-08,Active,1648.61
A0000854,C000458,Payroll,2023-01-31,Active,-1500.0
A0000855,C000833,Payroll,2021-07-10,Active,2151.61
A0000856,C000046,Payroll,2021-01-10,Active,6405.37
A0000857,C000528,Savings,2021-09-06,Active,8666.8
A0000858,C000431,Current,2023-05-10,Inactive,-1500.0
A0000859,C000211,Savings,2014-02-08,Active,-545.29
A0000860,C000642,Savings,2019-11-19,Inactive,-746.09
A0000861,C000802,Savings,2014-05-05,Active,3053.74
A0000862,C000547,Current,2019-10-08,Active,-1500.0
A0000863,C000085,Current,2017-12-11,Active,8892.6
A0000864,C000076,Current,2017-01-16,Active,2665.39
A0000865,C000422,Savings,2022-11-27,Active,2032.04
A0000866,C000669,Savings,2021-02-03,Active,8552.31
A0000867,C000314,Payroll,2019-09-03,Active,2439.02
A0000868,C000309,Savings,2022-10-25,Active,4021.15
A0000869,C000861,Savings,2014-12-24,Active,-353.03
A0000870,C000015,Current,2020-06-17,Active,-1500.0
A0000871,C000080,Savings,2015-07-25,Active,180.63
A0000872,C000156,Current,2016-04-30,Active,10810.51
A0000873,C000984,Current,2015-11-07,Active,4905.48
A0000874,C000498,Current,2019-06-09,Active,3543.23
A0000875,C000159,Current,2020-04-15,Active,-1210.22
A0000876,C000311,Current,2021-07-22,Inactive,5962.75
A0000877,C000970,Savings,2018-05-28,Active,-1500.0
A0000878,C000695,Current,2023-05-22,Active,-1500.0
A0000879,C000224,Current,2017-09-25,Active,376.23
A0000880,C000241,Current,2015-07-26,Active,9927.07
A0000881,C000075,Savings,2014-05-14,Active,9712.0
A0000882,C000773,Savings,2015-04-11,Active,785.3
A0000883,C000138,Current,2018-06-13,Active,-61.96
A0000884,C000287,Current,2018-02-16,Active,-1500.0
A0000885,C000349,Payroll,2022-07-15,Inactive,2796.52
A0000886,C000621,Savings,2015-04-04,Active,3115.65
A0000887,C000607,Savings,2016-08-15,Active,5500.31
A0000888,C000800,Savings,2023-10-19,Active,5960.69
A0000889,C000298,Payroll,2014-04-15,Active,1749.8
A0000890,C000386,Payroll,2018-03-29,Active,4612.91
A0000891,C000389,Current,2015-12-25,Inactive,-162.43
A0000892,C000047,Savings,2019-05-02,Inactive,4540.76
A0000893,C000738,Current,2023-09-24,Active,572.52
A0000894,C000536,Savings,2016-04-08,Active,4245.94
A0000895,C000476,Current,2017-09-13,Inactive,3938.31
A0000896,C000996,Current,2018-06-28,Active,2761.45
A0000897,C000179,Payroll,2021-12-24,Active,5519.25
A0000898,C000969,Payroll,2023-11-04,Active,-1500.0
A0000899,C000681,Current,2014-12-19,Active,-1500.0
A0000900,C000222,Payroll,2018-11-19,Active,1473.77
A0000901,C000679,Current,2021-07-09,Inactive,-1500.0
A0000902,C000756,Savings,2014-02-02,Active,953.91
A0000903,C000363,Payroll,2022-01-21,Active,1076.4
A0000904,C000345,Current,2016-06-04,Active,7476.8
A0000905,C000836,Savings,2019-03-08,Active,3041.63
A0000906,C000161,Savings,2023-10-12,Active,6411.83
A0000907,C000014,Current,2020-05-07,Active,3646.36
A0000908,C000666,Current,2023-11-20,Active,464.46
A0000909,C000907,Current,2020-01-12,Active,3008.12
A0000910,C000501,Savings,2016-02-08,Active,5271.82
A0000911,C000135,Current,2020-12-03,Active,7034.93
A0000912,C000540,Current,2020-02-24,Active,1997.22
A0000913,C000252,Savings,2017-02-08,Active,-1500.0
A0000914,C000828,Current,2014-10-08,Inactive,-1500.0
A0000915,C000613,Current,2020-06-23,Active,1259.63
A0000916,C000337,Savings,2019-10-09,Active,-1500.0
A0000917,C000625,Savings,2021-09-24,Active,9321.4
A0000918,C000668,Current,2015-04-05,Active,4768.35
A0000919,C000679,Payroll,2019-05-21,Active,84.47
A0000920,C000367,Savings,2022-03-08,Active,-1500.0
A0000921,C000571,Current,2022-11-28,Active,6406.85
A0000922,C000043,Savings,2023-05-23,Active,-1500.0
A0000923,C000404,Savings,2016-02-13,Active,-1369.26
A0000924,C000379,Savings,2015-09-24,Active,-410.59
A0000925,C000535,Savings,2019-10-04,Active,2933.53
A0000926,C000951,Savings,2018-08-16,Active,4859.03
A0000927,C000954,Payroll,2016-05-05,Active,7032.15
A0000928,C000484,Savings,2015-01-08,Active,6470.89
A0000929,C000647,Payroll,2015-06-09,Active,2502.94
A0000930,C000109,Savings,2017-05-22,Active,6377.98
A0000931,C000483,Payroll,2021-05-23,Active,-49.8
A0000932,C000688,Payroll,2014-08-26,Active,-1500.0
A0000933,C000683,Current,2015-01-19,Active,-50.3
A0000934,C000964,Current,2016-08-23,Active,-563.79
A0000935,C000467,Savings,2022-09-25,Inactive,98.45
A0000936,C000908,Current,2023-11-24,Active,-1145.62
A0000937,C000979,Savings,2018-05-26,Active,747.78
A0000938,C000572,Savings,2014-06-12,Active,4856.07
A0000939,C000092,Payroll,2014-02-13,Active,9017.98
A0000940,C000377,Current,2022-08-02,Active,-1500.0
A0000941,C000765,Savings,2018-06-12,Active,-1500.0
A0000942,C000581,Current,2014-10-10,Active,-507.5
A0000943,C000937,Savings,2022-05-01,Active,5409.82
A0000944,C000816,Current,2019-04-15,Active,1721.2
A0000945,C000064,Savings,2017-06-30,Active,-251.62
A0000946,C000862,Savings,2018-07-09,Active,5223.59
A0000947,C000358,Savings,2016-04-01,Inactive,6134.28
A0000948,C000819,Savings,2023-04-24,Active,2428.71
A0000949,C000508,Current,2021-11-15,Active,-601.63
A0000950,C000456,Current,2015-12-28,Active,3527.06
A0000951,C000073,Current,2021-05-06,Active,1613.58
A0000952,C000119,Payroll,2015-10-18,Active,1584.15
A0000953,C000596,Payroll,2018-07-13,Active,552.88
A0000954,C000570,Current,2021-06-25,Inactive,6014.94
A0000955,C000555,Current,2014-05-13,Inactive,3449.54
A0000956,C000157,Current,2021-04-02,Inactive,6435.66
A0000957,C000510,Savings,2016-04-04,Active,7578.04
A0000958,C000061,Current,2020-12-27,Active,4244.13
A0000959,C000145,Current,2018-12-27,Active,575.39
A0000960,C000499,Current,2014-04-06,Active,6453.24
A0000961,C000617,Current,2021-08-12,Active,4269.53
A0000962,C000656,Current,2016-08-06,Active,12392.8
A0000963,C000982,Current,2023-07-08,Active,3678.39
A0000964,C000855,Savings,2022-05-24,Active,5151.21
A0000965,C000380,Savings,2015-12-05,Active,3603.61
A0000966,C000783,Current,2020-01-03,Active,2123.43
A0000967,C000096,Savings,2017-08-14,Active,1516.59
A0000968,C000858,Savings,2020-01-08,Active,3618.13
A0000969,C000387,Savings,2019-07-27,Active,4480.47
A0000970,C000761,Payroll,2016-12-16,Active,6886.67
A0000971,C000971,Current,2020-07-05,Active,3673.63
A0000972,C000704,Payroll,2016-08-07,Inactive,741.02
A0000973,C000921,Savings,2023-01-25,Active,1257.95
A0000974,C000011,Savings,2023-06-17,Active,-1500.0
A0000975,C000171,Current,2015-08-29,Active,8812.61
A0000976,C000627,Current,2021-04-10,Active,443.54
A0000977,C000541,Current,2023-04-16,Active,6176.27
A0000978,C000121,Payroll,2015-04-09,Active,3550.89
A0000979,C000719,Savings,2021-05-23,Active,3654.18
A0000980,C000059,Current,2023-05-16,Active,2053.7
A0000981,C000991,Savings,2016-04-01,Active,-493.64
A0000982,C000157,Current,2019-10-27,Inactive,-1180.43
A0000983,C000446,Current,2021-12-22,Active,9068.17
A0000984,C000824,Savings,2017-05-01,Active,2933.05
A0000985,C000515,Savings,2016-05-18,Active,6776.02
A0000986,C000744,Savings,2017-12-20,Active,7762.65
A0000987,C000704,Savings,2017-05-09,Active,938.78
A0000988,C000949,Savings,2021-04-01,Active,4109.32
A0000989,C000464,Payroll,2017-09-15,Active,2671.04
A0000990,C000979,Current,2017-10-05,Inactive,-1500.0
A0000991,C000517,Savings,2023-06-10,Active,1795.18
A0000992,C000894,Savings,2019-10-14,Active,4732.53
A0000993,C000733,Current,2023-04-16,Active,603.69
A0000994,C000133,Current,2021-02-06,Active,1265.6
A0000995,C000644,Current,2022-11-06,Active,1841.21
A0000996,C000879,Current,2015-12-15,Active,10523.81
