customer_id,gender,birth_year,city,segment,employment_status,customer_since,declared_income_eur
C000398,M,1986,Larissa,Mass,Salaried,2012-06-13,23378.93
C000399,M,1956,Thessaloniki,Mass,Self-employed,2022-07-10,39313.83
C000400,M,1969,Athens,Mass,Self-employed,2011-06-08,16816.21
C000401,F,1996,Athens,Affluent,Salaried,2019-07-19,28200.34
C000402,F,1966,Athens,SME,Retired,2012-11-13,34731.17
C000403,M,1969,Volos,Affluent,Salaried,2010-12-27,20172.29
C000404,F,1970,Athens,Premium,Retired,2021-04-12,20354.23
C000405,M,1963,Athens,SME,Retired,2021-11-09,24602.67
C000406,F,1962,Athens,Mass,Unemployed,2011-06-25,13758.56
C000407,M,1971,Volos,Mass,Salaried,2011-04-21,24196.9
C000408,M,1996,Athens,Mass,Salaried,2018-08-06,36646.69
C000409,F,1955,Larissa,Mass,Salaried,2010-05-27,20050.06
C000410,M,1968,Patras,Premium,Salaried,2020-06-09,13933.82
C000411,M,1957,Heraklion,Affluent,Self-employed,2022-10-24,55844.69
C000412,M,1981,Volos,Private,Salaried,2020-07-05,18883.69
C000413,M,1967,Larissa,Mass,Salaried,2013-03-24,19172.92
C000414,M,1993,Volos,Mass,Salaried,2012-08-29,23679.44
C000415,M,1983,Athens,Mass,Salaried,2019-07-10,25039.66
C000416,F,1992,Heraklion,Mass,Salaried,2010-11-11,20693.87
C000417,F,1985,Thessaloniki,Mass,Self-employed,2017-07-10,24165.42
C000418,M,1976,Thessaloniki,Mass,Unemployed,2016-04-12,10772.93
C000419,M,1996,Larissa,Mass,Salaried,2020-06-01,26197.63
C000420,F,1977,Volos,Premium,Retired,2012-10-31,9043.99
C000421,F,2000,Patras,Mass,Retired,2020-08-31,53635.59
C000422,F,2002,Athens,Mass,Salaried,2019-10-14,22882.76
C000423,F,1983,Athens,SME,Self-employed,2013-05-04,31065.76
C000424,F,1987,Athens,Mass,Salaried,2014-12-28,13645.94
C000425,M,1967,Athens,Premium,Salaried,2010-12-04,19973.86
C000426,M,1994,Athens,Affluent,Salaried,2016-04-15,18354.45
C000427,F,1987,Athens,Mass,Salaried,2013-08-24,45129.16
C000428,F,1998,Athens,Affluent,Retired,2011-08-03,19033.55
C000429,M,1967,Heraklion,Affluent,Retired,2017-11-01,33469.63
C000430,F,1992,Athens,Affluent,Retired,2017-12-10,18524.02
C000431,M,1977,Volos,SME,Self-employed,2011-03-16,20128.66
C000432,F,1963,Thessaloniki,Affluent,Salaried,2012-08-06,21957.61
C000433,F,1963,Athens,Affluent,Student,2011-02-27,14609.0
C000434,M,1981,Athens,Mass,Salaried,2019-07-02,11006.73
C000435,M,1970,Athens,Affluent,Salaried,2014-09-24,14008.52
C000436,M,1959,Volos,Premium,Self-employed,2010-12-30,10744.31
C000437,F,1975,Athens,Affluent,Salaried,2012-09-05,15417.36
C000438,F,1986,Thessaloniki,Affluent,Salaried,2023-08-27,17311.53
C000439,M,1970,Volos,Mass,Salaried,2013-07-30,12356.26
C000440,M,2000,Volos,Affluent,Self-employed,2019-07-30,17883.93
C000441,F,1992,Athens,Private,Salaried,2016-07-21,10444.39
C000442,M,1979,Athens,Mass,Salaried,2012-07-17,15874.11
C000443,M,1999,Athens,Mass,Salaried,2014-04-20,40302.81
C000444,M,1975,Athens,Mass,Salaried,2010-03-14,28839.67
C000445,F,1961,Athens,Mass,Retired,2020-06-14,26337.17
C000446,F,1956,Thessaloniki,Affluent,Salaried,2014-09-06,15975.84
C000447,M,2000,Larissa,Mass,Self-employed,2016-12-26,12769.88
C000448,F,2001,Thessaloniki,Mass,Unemployed,2012-02-20,6788.92
C000449,F,1990,Thessaloniki,Affluent,Salaried,2021-07-13,23905.21
C000450,M,1959,Athens,Affluent,Retired,2013-01-21,35053.62
C000451,F,1969,Heraklion,Affluent,Self-employed,2017-12-03,35560.63
C000452,F,1956,Thessaloniki,Affluent,Salaried,2022-03-18,31724.9
C000453,M,1957,Larissa,Affluent,Salaried,2019-12-24,17858.34
C000454,M,1966,Volos,SME,Salaried,2018-06-10,24595.31
C000455,F,1982,Athens,Affluent,Student,2022-06-04,7444.37
C000456,F,1958,Athens,Mass,Unemployed,2012-06-20,10066.74
C000457,M,2002,Athens,Affluent,Retired,2023-06-25,57273.52
C000458,F,1976,Athens,Mass,Retired,2017-10-15,11613.92
C000459,F,1967,Volos,Mass,Salaried,2015-09-26,22058.11
C000460,M,1979,Athens,Mass,Unemployed,2013-07-31,18222.76
C000461,F,1992,Heraklion,SME,Salaried,2020-06-03,13151.95
C000462,M,1970,Thessaloniki,Affluent,Unemployed,2023-08-29,8359.2
C000463,F,1957,Athens,Mass,Salaried,2019-08-28,19492.87
C000464,M,1957,Athens,Affluent,Salaried,2010-06-17,22163.86
C000465,M,1995,Thessaloniki,Mass,Unemployed,2016-07-25,5603.75
C000466,F,1960,Thessaloniki,Affluent,Unemployed,2020-03-31,14065.95
C000467,M,1985,Athens,SME,Self-employed,2015-07-24,32203.83
C000468,F,1973,Athens,Affluent,Salaried,2020-10-25,30137.26
C000469,M,1992,Patras,Affluent,Salaried,2019-11-24,16889.43
C000470,F,1957,Athens,Mass,Student,2010-12-10,8835.32
C000471,F,1998,Volos,Mass,Salaried,2017-10-22,16684.49
C000472,F,1988,Athens,SME,Salaried,2012-05-28,21169.34
C000473,M,1976,Athens,Affluent,Salaried,2016-10-22,60141.57
C000474,M,1964,Athens,Mass,Salaried,2015-05-18,25341.33
C000475,F,2001,Thessaloniki,Mass,Salaried,2021-04-16,14783.08
C000476,F,1969,Thessaloniki,Mass,Salaried,2022-02-23,26258.39
C000477,F,1978,Athens,Mass,Retired,2016-06-16,13797.54
C000478,M,1973,Volos,Mass,Retired,2017-07-07,14711.95
C000479,F,1966,Athens,Mass,Retired,2018-10-05,15720.62
C000480,M,1974,Athens,Premium,Self-employed,2019-03-03,20199.03
C000481,M,1962,Athens,Mass,Salaried,2018-11-21,36081.19
C000482,F,1955,Athens,Mass,Self-employed,2020-12-15,31036.75
C000483,M,1968,Thessaloniki,Mass,Retired,2023-09-27,30322.89
C000484,F,1960,Athens,Mass,Self-employed,2021-08-02,15343.57
C000485,M,1974,Thessaloniki,SME,Self-employed,2011-11-20,19392.62
C000486,M,1996,Athens,Mass,Unemployed,2016-08-30,12280.07
C000487,M,1962,Volos,SME,Self-employed,2016-06-15,18696.76
C000488,F,1955,Athens,SME,Unemployed,2017-02-12,9745.67
C000489,F,1960,Larissa,Mass,Salaried,2017-05-24,29300.82
C000490,F,1979,Athens,Affluent,Salaried,2020-01-18,21026.01
C000491,F,1968,Athens,Premium,Self-employed,2015-11-22,26767.53
C000492,F,1978,Heraklion,Mass,Salaried,2013-09-07,47521.9
C000493,F,1956,Thessaloniki,Mass,Retired,2016-05-27,22647.83
C000494,F,1970,Heraklion,Premium,Self-employed,2021-12-15,39947.52
C000495,M,1974,Athens,Premium,Salaried,2014-05-11,30789.7
C000496,M,1975,Thessaloniki,Mass,Unemployed,2010-04-17,5915.02
C000497,M,1981,Larissa,Mass,Self-employed,2023-08-29,15322.88
C000498,M,1992,Thessaloniki,Mass,Unemployed,2012-09-27,7718.55
C000499,F,1977,Athens,SME,Salaried,2018-06-08,17000.01
C000500,M,1995,Thessaloniki,Mass,Retired,2021-03-13,23437.17
C000501,M,1980,Thessaloniki,Mass,Salaried,2013-11-03,31512.84
C000502,F,1967,Volos,Affluent,Self-employed,2014-10-05,41240.11
C000503,F,1965,Athens,Premium,Salaried,2013-12-04,27706.81
C000504,F,1970,Athens,SME,Self-employed,2012-02-05,20187.41
C000505,M,1983,Heraklion,Mass,Self-employed,2012-02-21,10152.33
C000506,M,1966,Thessaloniki,Mass,Self-employed,2012-08-12,25075.53
C000507,F,1998,Patras,Premium,Salaried,2016-05-29,24607.92
C000508,M,1978,Athens,Premium,Unemployed,2017-06-05,11829.15
C000509,M,1996,Athens,Mass,Self-employed,2010-03-23,58960.38
C000510,M,1987,Patras,Affluent,Salaried,2021-11-02,40988.65
C000511,F,1971,Athens,Mass,Student,2019-06-16,11847.87
C000512,F,1965,Athens,Mass,Self-employed,2010-12-28,16251.29
C000513,F,1990,Thessaloniki,Mass,Student,2021-10-16,6868.63
C000514,F,1970,Patras,Mass,Student,2010-06-05,8187.33
C000515,F,1966,Larissa,Mass,Retired,2017-11-04,17576.69
C000516,M,1999,Athens,SME,Unemployed,2016-07-05,13516.78
C000517,F,1978,Athens,Mass,Self-employed,2017-01-09,28279.76
C000518,M,1957,Volos,Mass,Salaried,2023-05-19,15412.14
C000519,M,1978,Athens,Mass,Salaried,2022-12-21,40241.86
C000520,F,1977,Athens,Mass,Unemployed,2013-11-26,11435.33
C000521,M,1996,Athens,Mass,Salaried,2018-02-10,11775.66
C000522,M,1989,Thessaloniki,Affluent,Retired,2023-06-03,23823.7
C000523,M,1964,Larissa,Mass,Salaried,2020-03-13,27394.75
C000524,F,1962,Heraklion,Affluent,Salaried,2022-06-03,36628.17
C000525,M,1983,Patras,Premium,Salaried,2016-01-31,21126.0
C000526,M,1957,Athens,Mass,Salaried,2013-12-17,34466.19
C000527,F,1970,Athens,Premium,Salaried,2017-02-22,26333.56
C000528,M,1961,Athens,Premium,Salaried,2021-06-06,14012.11
C000529,F,1955,Athens,SME,Retired,2022-12-30,13435.15
C000530,F,1999,Athens,Affluent,Salaried,2019-08-06,39006.17
C000531,F,1959,Athens,Affluent,Salaried,2019-11-20,40227.79
C000532,M,1955,Athens,Affluent,Salaried,2017-02-28,27878.8
C000533,M,1999,Thessaloniki,Affluent,Salaried,2014-06-22,45624.35
C000534,M,1964,Patras,Mass,Salaried,2015-12-02,37940.57
C000535,F,1994,Athens,Premium,Self-employed,2016-12-18,32439.24
C000536,M,1956,Athens,Affluent,Unemployed,2021-05-30,7470.68
C000537,M,1962,Heraklion,SME,Salaried,2017-10-08,50372.47
C000538,M,1960,Patras,Mass,Self-employed,2021-02-04,30492.82
C000539,F,1988,Heraklion,Mass,Salaried,2010-05-20,20701.22
C000540,M,1984,Athens,Mass,Salaried,2020-08-03,18385.67
C000541,F,1977,Heraklion,Mass,Retired,2017-02-04,27115.19
C000542,M,1966,Athens,Mass,Salaried,2023-12-20,12066.1
C000543,M,1959,Athens,Mass,Retired,2016-08-07,32658.58
C000544,M,1982,Athens,Mass,Salaried,2016-09-11,16309.45
C000545,F,1966,Athens,Mass,Salaried,2011-10-14,28442.94
C000546,M,1983,Athens,Mass,Salaried,2021-04-16,19553.69
C000547,M,1987,Athens,Premium,Salaried,2019-10-25,21784.29
C000548,F,1995,Patras,Mass,Student,2022-01-25,6199.82
C000549,F,1978,Athens,Mass,Salaried,2011-04-19,22749.16
C000550,F,1955,Athens,Mass,Retired,2012-12-17,53827.48
C000551,F,1968,Athens,Mass,Retired,2022-04-09,43552.62
C000552,M,1995,Athens,Mass,Salaried,2010-08-03,28250.92
C000553,F,1980,Athens,Affluent,Salaried,2017-02-09,24085.77
C000554,M,1984,Athens,Premium,Salaried,2015-08-31,34702.41
C000555,F,1976,Athens,Mass,Salaried,2023-02-22,39127.76
C000556,F,1962,Heraklion,Affluent,Unemployed,2021-12-26,7730.81
C000557,F,1998,Volos,Mass,Salaried,2022-07-19,23564.01
C000558,F,1992,Athens,Mass,Retired,2014-01-17,11325.11
C000559,F,2002,Thessaloniki,Mass,Self-employed,2018-03-22,39015.06
C000560,F,1996,Larissa,Mass,Salaried,2019-10-18,57948.51
C000561,F,1968,Volos,Affluent,Self-employed,2023-07-15,25175.7
C000562,M,1967,Thessaloniki,Affluent,Salaried,2010-02-07,9971.59
C000563,M,1966,Larissa,Affluent,Retired,2023-09-02,31436.79
C000564,M,1999,Larissa,Mass,Salaried,2014-12-21,16651.95
C000565,F,1981,Heraklion,Affluent,Student,2011-10-18,6448.3
C000566,M,1976,Athens,Mass,Unemployed,2018-08-12,14252.03
C000567,M,2001,Athens,Mass,Retired,2020-12-07,27089.8
C000568,M,1983,Athens,Mass,Salaried,2011-10-26,19830.85
C000569,F,1998,Athens,Affluent,Retired,2010-07-28,18530.36
C000570,F,2002,Athens,Private,Salaried,2022-07-18,25664.17
C000571,F,1958,Athens,Mass,Unemployed,2023-01-24,9223.56
C000572,M,1972,Thessaloniki,Mass,Salaried,2012-03-09,15277.26
C000573,M,1990,Thessaloniki,Affluent,Salaried,2022-08-25,21169.64
C000574,M,1994,Heraklion,SME,Salaried,2022-09-24,28074.83
C000575,M,1962,Athens,Mass,Salaried,2023-12-15,22588.51
C000576,M,1970,Athens,Affluent,Salaried,2013-01-10,13444.51
C000577,F,1981,Heraklion,Affluent,Retired,2018-02-05,36879.35
C000578,F,1993,Larissa,SME,Salaried,2023-11-29,7705.57
C000579,F,1960,Volos,Mass,Unemployed,2022-08-18,9081.72
C000580,M,1983,Larissa,Premium,Salaried,2018-06-18,18760.65
C000581,M,1969,Larissa,Mass,Unemployed,2012-10-04,11657.76
C000582,F,1965,Athens,SME,Unemployed,2011-03-08,13868.71
C000583,M,1979,Athens,Mass,Salaried,2013-08-17,39075.12
C000584,M,1974,Athens,Mass,Self-employed,2010-11-30,18048.0
C000585,M,1985,Thessaloniki,Mass,Retired,2012-09-24,31143.62
C000586,F,1970,Volos,Mass,Unemployed,2011-01-18,11893.36
C000587,F,1994,Athens,Mass,Salaried,2020-08-30,11862.69
C000588,M,1958,Thessaloniki,Mass,Salaried,2018-04-03,54080.39
C000589,F,1996,Athens,Mass,Unemployed,2017-03-31,5986.17
C000590,F,1956,Athens,Mass,Salaried,2021-04-29,29033.01
C000591,F,1990,Athens,SME,Unemployed,2015-10-01,12903.78
C000592,F,1971,Athens,Premium,Salaried,2015-08-22,27330.74
C000593,M,1973,Volos,Affluent,Unemployed,2012-11-23,8899.68
C000594,F,1955,Athens,Mass,Salaried,2016-03-23,34456.26
C000595,M,1988,Heraklion,Mass,Salaried,2012-06-10,12640.3
C000596,F,1962,Patras,Premium,Student,2018-03-31,8287.72
C000597,F,1986,Athens,Mass,Retired,2023-12-16,19209.74
C000598,F,1989,Athens,Mass,Retired,2017-06-16,18316.08
C000599,F,1995,Heraklion,Premium,Student,2014-03-09,10201.11
C000600,F,1988,Athens,Premium,Salaried,2019-08-17,38274.57
C000601,F,1969,Larissa,Mass,Salaried,2021-06-22,21074.78
C000602,F,1990,Athens,Affluent,Salaried,2016-08-07,33788.85
C000603,F,1994,Thessaloniki,Mass,Salaried,2013-07-03,24856.91
C000604,M,1970,Heraklion,Affluent,Salaried,2019-12-27,16731.57
C000605,F,1960,Athens,Mass,Retired,2012-08-14,21843.53
C000606,F,1997,Athens,Mass,Salaried,2023-12-15,21465.79
C000607,M,1962,Volos,Affluent,Salaried,2014-06-13,18167.74
C000608,F,1983,Athens,Mass,Salaried,2014-11-26,29142.79
C000609,F,1966,Athens,Affluent,Salaried,2020-03-03,26864.24
C000610,F,1961,Athens,Mass,Salaried,2010-03-04,12480.56
C000611,F,1992,Athens,Premium,Self-employed,2012-11-02,12165.5
C000612,M,1961,Heraklion,SME,Salaried,2011-10-04,29096.33
C000613,F,1987,Heraklion,Mass,Self-employed,2015-06-22,17284.75
C000614,M,1988,Athens,SME,Retired,2017-09-29,27635.52
C000615,F,1957,Heraklion,Mass,Self-employed,2012-07-06,33792.4
C000616,F,1963,Athens,Mass,Self-employed,2014-10-26,14274.07
C000617,M,1993,Athens,Mass,Salaried,2020-10-20,13455.65
C000618,M,1979,Thessaloniki,SME,Salaried,2023-02-25,49180.93
C000619,M,1960,Volos,SME,Salaried,2010-03-14,28216.43
C000620,M,2002,Athens,Premium,Student,2018-10-12,7144.49
C000621,M,1967,Athens,SME,Self-employed,2010-05-12,16444.48
C000622,M,1955,Thessaloniki,Premium,Salaried,2017-04-13,19645.72
C000623,M,1999,Heraklion,Mass,Salaried,2022-04-22,14764.19
C000624,M,1955,Athens,Premium,Retired,2021-03-01,35278.65
C000625,F,1981,Athens,Affluent,Self-employed,2013-04-04,17566.77
C000626,M,2002,Patras,Mass,Self-employed,2013-08-14,38533.55
C000627,M,1982,Athens,Affluent,Retired,2020-12-17,20573.02
C000628,M,1983,Athens,Mass,Self-employed,2021-06-20,15705.92
C000629,F,1973,Athens,Mass,Self-employed,2013-12-06,20352.38
C000630,M,1961,Athens,Mass,Salaried,2010-01-16,8085.68
C000631,F,1982,Athens,Mass,Salaried,2016-03-21,23139.06
C000632,M,1998,Larissa,Mass,Student,2018-09-02,7932.53
C000633,M,1959,Thessaloniki,Premium,Self-employed,2016-03-17,34419.96
C000634,M,1997,Patras,Affluent,Salaried,2023-01-29,11023.14
C000635,M,1974,Volos,Mass,Self-employed,2021-05-20,39655.46
C000636,F,1980,Athens,Mass,Salaried,2021-01-08,34360.11
C000637,M,1962,Athens,Mass,Retired,2010-04-14,41186.19
C000638,M,1984,Volos,Mass,Salaried,2021-12-11,23809.91
C000639,F,1963,Athens,SME,Unemployed,2020-07-26,16769.7
C000640,F,1968,Patras,Mass,Salaried,2015-07-22,13122.42
C000641,F,1989,Patras,Affluent,Salaried,2018-04-01,32842.54
C000642,F,1957,Athens,Affluent,Salaried,2021-07-13,17608.05
C000643,F,1976,Athens,Affluent,Unemployed,2022-09-05,5474.76
C000644,M,1983,Athens,SME,Salaried,2017-09-15,15181.93
C000645,F,1961,Athens,Mass,Salaried,2010-07-31,24399.63
C000646,M,1969,Athens,Premium,Unemployed,2018-08-27,7748.75
C000647,M,1971,Athens,Affluent,Salaried,2019-07-07,28508.31
C000648,F,1986,Heraklion,SME,Salaried,2010-10-29,11390.56
C000649,F,2001,Larissa,Affluent,Salaried,2021-06-08,9962.86
C000650,F,1995,Heraklion,SME,Retired,2012-10-26,43321.43
C000651,M,1964,Athens,Private,Salaried,2022-06-17,35582.03
C000652,F,1955,Athens,Mass,Salaried,2017-09-16,15666.74
C000653,M,1957,Athens,SME,Salaried,2014-07-05,24312.36
C000654,F,1983,Athens,Affluent,Salaried,2010-10-28,37353.91
C000655,F,1962,Volos,Mass,Salaried,2010-04-02,29029.4
C000656,F,1966,Athens,Premium,Salaried,2020-05-16,25906.62
C000657,F,1995,Athens,Mass,Salaried,2015-04-12,38559.77
C000658,F,1996,Larissa,Affluent,Salaried,2021-10-02,17909.75
C000659,M,1995,Athens,Mass,Retired,2013-03-23,24663.88
C000660,M,1967,Athens,Mass,Salaried,2022-11-17,24161.21
C000661,M,1984,Athens,SME,Salaried,2023-03-05,21708.08
C000662,F,1984,Thessaloniki,Mass,Retired,2011-06-05,20666.76
C000663,M,1963,Heraklion,Mass,Retired,2019-01-19,25099.54
C000664,M,1981,Athens,Mass,Self-employed,2023-02-23,24697.35
C000665,F,1980,Larissa,Mass,Salaried,2014-07-10,15672.46
C000666,F,1974,Larissa,SME,Salaried,2010-12-12,34089.83
C000667,F,1991,Larissa,Premium,Salaried,2022-04-01,16153.92
C000668,F,1987,Athens,Mass,Salaried,2016-08-19,22210.98
C000669,F,1980,Athens,Affluent,Salaried,2010-05-19,21503.74
C000670,M,1989,Larissa,Mass,Self-employed,2021-10-03,28293.96
C000671,F,1991,Athens,Affluent,Salaried,2019-07-01,9996.36
C000672,F,1982,Thessaloniki,Mass,Self-employed,2010-12-26,35389.91
C000673,F,1967,Patras,Mass,Salaried,2013-08-14,18318.45
C000674,M,1991,Athens,Mass,Salaried,2010-04-04,40634.98
C000675,F,1989,Heraklion,Affluent,Unemployed,2023-05-12,8961.23
C000676,F,2002,Volos,Mass,Retired,2010-05-08,23848.72
C000677,F,1962,Patras,Mass,Salaried,2021-02-18,54382.09
C000678,M,1975,Athens,SME,Self-employed,2017-02-25,21666.4
C000679,F,1999,Larissa,Affluent,Salaried,2018-02-25,40958.59
C000680,F,1979,Thessaloniki,Mass,Salaried,2021-05-10,24745.5
C000681,F,2000,Patras,SME,Self-employed,2022-07-10,28983.32
C000682,M,1955,Heraklion,SME,Salaried,2011-10-14,25068.88
C000683,F,1956,Patras,Mass,Salaried,2010-04-02,34755.66
C000684,F,1993,Athens,Affluent,Salaried,2011-09-29,18252.85
C000685,M,1972,Athens,Mass,Salaried,2019-07-20,16102.01
C000686,F,1979,Athens,Affluent,Salaried,2017-12-15,18616.4
C000687,M,1975,Thessaloniki,Mass,Salaried,2011-03-05,25384.1
C000688,F,1974,Thessaloniki,Affluent,Student,2013-04-12,7765.4
C000689,M,2000,Thessaloniki,Mass,Self-employed,2017-07-08,32804.32
C000690,F,1959,Athens,Mass,Salaried,2020-03-20,42107.76
C000691,F,1992,Heraklion,Premium,Salaried,2014-10-21,16157.63
C000692,F,1997,Larissa,Mass,Self-employed,2023-04-15,17885.43
C000693,F,1986,Athens,SME,Salaried,2023-11-19,13316.77
C000694,F,1973,Patras,Private,Salaried,2020-09-19,57111.26
C000695,M,1962,Thessaloniki,SME,Unemployed,2016-05-10,12449.72
C000696,M,1987,Thessaloniki,Mass,Salaried,2022-04-10,29777.76
C000697,F,1977,Athens,SME,Salaried,2020-03-08,13864.85
C000698,F,1962,Heraklion,Mass,Salaried,2017-04-09,24331.05
C000699,M,1972,Volos,Mass,Salaried,2016-03-17,30148.31
C000700,M,2001,Patras,SME,Salaried,2021-08-24,21891.24
C000701,F,1967,Larissa,Affluent,Retired,2017-10-17,38246.08
C000702,F,1963,Volos,Mass,Salaried,2012-07-23,64277.77
C000703,M,1987,Athens,Mass,Self-employed,2023-12-28,16354.1
C000704,M,1964,Thessaloniki,SME,Self-employed,2010-12-16,15846.81
C000705,M,1999,Athens,Affluent,Salaried,2019-09-22,16837.14
C000706,F,1996,Volos,Mass,Salaried,2019-03-06,47791.53
C000707,M,2002,Athens,Premium,Salaried,2018-03-15,37714.1
C000708,F,1998,Athens,Mass,Self-employed,2010-09-23,22996.06
C000709,M,1966,Larissa,Mass,Salaried,2016-11-22,24719.68
C000710,M,1965,Athens,Affluent,Self-employed,2022-06-27,17275.62
C000711,F,1971,Heraklion,Private,Retired,2013-05-09,35376.8
C000712,F,1977,Athens,Mass,Unemployed,2019-09-04,9338.8
C000713,F,1997,Volos,Mass,Student,2022-01-06,7638.42
C000714,F,1990,Larissa,Mass,Unemployed,2023-04-28,14145.96
C000715,F,1985,Athens,SME,Retired,2017-03-22,22494.86
C000716,F,1997,Heraklion,Mass,Retired,2014-05-23,22055.43
C000717,F,1986,Athens,Mass,Self-employed,2019-10-16,24451.37
C000718,M,1973,Thessaloniki,Private,Unemployed,2016-10-20,15298.98
C000719,M,1974,Thessaloniki,Mass,Retired,2018-10-10,48607.21
C000720,F,1979,Heraklion,Mass,Salaried,2020-05-18,31129.28
C000721,M,1959,Athens,Mass,Self-employed,2019-12-09,34111.57
C000722,F,1990,Athens,SME,Salaried,2013-05-25,22383.1
C000723,F,1986,Patras,Mass,Retired,2020-07-29,18082.95
C000724,M,1990,Thessaloniki,Mass,Salaried,2017-07-31,32037.88
C000725,F,1980,Athens,Mass,Unemployed,2023-01-09,11771.23
C000726,M,1992,Athens,Affluent,Unemployed,2019-03-24,6026.9
C000727,F,2000,Athens,SME,Student,2022-06-24,7423.37
C000728,M,1982,Larissa,Mass,Salaried,2023-09-11,23510.05
C000729,M,1976,Athens,Mass,Self-employed,2023-11-30,19645.58
C000730,F,1960,Athens,Premium,Unemployed,2020-06-02,20410.84
C000731,F,1992,Volos,Mass,Retired,2018-05-11,29778.22
C000732,M,1998,Athens,Mass,Retired,2011-08-27,43335.76
C000733,F,1988,Patras,Mass,Self-employed,2015-05-28,27190.93
C000734,F,1996,Athens,Mass,Self-employed,2016-08-25,25189.51
C000735,M,1996,Larissa,Mass,Salaried,2020-12-02,16426.13
C000736,F,1993,Patras,Mass,Student,2018-03-28,8562.85
C000737,F,1979,Larissa,Mass,Salaried,2016-02-22,24476.84
C000738,M,1959,Athens,Mass,Self-employed,2012-01-20,13709.06
C000739,F,1955,Thessaloniki,Affluent,Unemployed,2020-01-06,8733.23
C000740,F,1964,Heraklion,Affluent,Salaried,2016-01-17,21252.32
C000741,F,1975,Athens,Mass,Salaried,2010-07-04,28959.73
C000742,F,1990,Athens,SME,Salaried,2013-12-22,29547.87
C000743,F,1976,Athens,Mass,Retired,2022-04-22,19069.51
C000744,M,1956,Volos,SME,Salaried,2011-08-31,29641.34
C000745,F,1965,Patras,Mass,Salaried,2015-09-07,22550.82
C000746,M,2002,Thessaloniki,SME,Self-employed,2017-03-01,7293.65
C000747,F,2002,Patras,Mass,Salaried,2011-03-04,19859.25
C000748,M,1973,Thessaloniki,Mass,Retired,2012-04-26,38298.85
C000749,M,1993,Athens,Mass,Salaried,2023-02-26,12011.76
C000750,M,1989,Athens,Mass,Salaried,2018-04-06,25522.87
C000751,F,1999,Thessaloniki,Mass,Salaried,2012-12-10,47373.09
C000752,M,1997,Athens,Affluent,Salaried,2012-05-17,17686.25
C000753,M,1985,Larissa,SME,Salaried,2015-12-16,24364.99
C000754,F,1973,Heraklion,Mass,Unemployed,2020-02-15,6334.75
C000755,F,1985,Athens,Premium,Salaried,2020-03-21,48215.56
C000756,M,1970,Thessaloniki,SME,Salaried,2012-09-24,23505.75
C000757,F,1971,Athens,SME,Salaried,2020-02-25,24824.42
C000758,M,1984,Volos,Affluent,Salaried,2022-07-17,42993.58
C000759,M,1982,Larissa,Affluent,Retired,2013-03-02,32138.85
C000760,F,1982,Volos,Mass,Salaried,2010-05-14,16852.19
C000761,M,1973,Athens,Affluent,Student,2023-06-01,6491.97
C000762,F,1974,Athens,Premium,Salaried,2017-04-21,29967.57
C000763,F,1955,Athens,Mass,Salaried,2020-11-11,18729.76
C000764,F,1983,Athens,Mass,Salaried,2014-06-24,10004.18
C000765,M,1982,Athens,Mass,Salaried,2014-03-09,23804.71
C000766,F,1999,Athens,Premium,Unemployed,2013-02-24,5882.89
C000767,F,1979,Volos,Mass,Salaried,2013-01-13,47994.34
C000768,M,1977,Athens,Affluent,Salaried,2016-08-06,26219.29
C000769,M,1958,Athens,SME,Self-employed,2011-06-25,16644.36
C000770,M,1964,Heraklion,Private,Self-employed,2021-10-12,18152.7
C000771,F,1971,Thessaloniki,Mass,Retired,2017-02-25,11008.83
C000772,F,1973,Heraklion,SME,Student,2022-10-22,5369.04
C000773,M,1972,Thessaloniki,Premium,Self-employed,2017-01-10,37304.0
C000774,F,1973,Larissa,Mass,Unemployed,2014-03-30,27968.73
C000775,F,1991,Thessaloniki,Affluent,Unemployed,2017-03-16,14862.24
C000776,F,1961,Thessaloniki,Mass,Salaried,2012-02-28,23419.92
C000777,M,1970,Patras,Affluent,Self-employed,2021-07-13,20304.08
C000778,M,1962,Athens,Mass,Salaried,2020-01-28,16289.43
C000779,M,1969,Athens,Mass,Unemployed,2012-01-22,26019.3
C000780,F,1987,Athens,Mass,Student,2018-02-22,7870.71
C000781,F,1957,Athens,Mass,Salaried,2017-07-12,59193.35
C000782,F,1971,Heraklion,Mass,Retired,2012-10-24,43707.64
C000783,M,1956,Athens,Affluent,Retired,2011-09-16,11717.81
C000784,M,2000,Athens,Mass,Salaried,2020-08-21,18403.57
C000785,M,1989,Athens,Mass,Salaried,2013-09-11,18379.68
C000786,F,1966,Larissa,Affluent,Retired,2017-04-05,23540.19
C000787,M,1964,Athens,Affluent,Student,2013-06-19,8306.94
C000788,F,1959,Patras,Mass,Salaried,2019-02-21,85683.92
C000789,F,1977,Larissa,Premium,Salaried,2010-09-08,15484.03
C000790,M,1991,Athens,Mass,Self-employed,2015-01-11,26800.27
C000791,M,1983,Heraklion,SME,Salaried,2017-08-27,31537.52
C000792,M,1997,Athens,Mass,Salaried,2016-02-22,24326.94
C000793,F,1971,Athens,Affluent,Salaried,2018-07-27,25495.97
C000794,F,1968,Patras,Private,Salaried,2012-07-10,15696.3
C000795,M,1977,Larissa,SME,Self-employed,2016-03-07,25456.44
C000796,M,1964,Athens,Affluent,Self-employed,2020-08-01,30175.56
