transaction_id,customer_id,card_id,transaction_date,year_month,mcc_code,merchant_category,transaction_type,amount_eur,channel
T000007306,C000401,CC0000333,2024-02-12,202402,4511,Airlines,Debit,250.84,POS
T000007307,C000025,CC0000999,2025-07-27,202507,5311,Department Stores,Debit,70.56,POS
T000007308,C000653,CC0000776,2024-11-27,202411,5812,Restaurants,Debit,142.51,POS
T000007309,C000335,CC0000830,2024-02-20,202402,5541,Fuel,Debit,68.21,Ecommerce
T000007310,C000822,CC0000166,2024-09-19,202409,4900,Utilities,Debit,40.56,POS
T000007311,C000664,CC0000993,2025-06-27,202506,5812,Restaurants,Debit,140.77,Ecommerce
T000007312,C000650,CC0000120,2024-11-23,202411,7011,Hotels,Debit,179.45,POS
T000007313,C000124,CC0001021,2024-10-09,202410,6011,Cash Withdrawal,Debit,61.07,Ecommerce
T000007314,C000354,CC0000192,2024-01-31,202401,5541,Fuel,Debit,44.3,Ecommerce
T000007315,C000800,CC0000187,2024-02-17,202402,4900,Utilities,Debit,192.47,Ecommerce
T000007316,C000623,CC0000585,2024-08-03,202408,5311,Department Stores,Debit,109.2,POS
T000007317,C000481,CC0000391,2024-07-17,202407,4511,Airlines,Debit,115.14,Ecommerce
T000007318,C000186,CC0000216,2025-04-14,202504,5812,Restaurants,Debit,118.81,POS
T000007319,C000275,CC0000673,2024-12-09,202412,4111,Transport,Debit,43.92,POS
T000007320,C000146,CC0000994,2024-04-01,202404,5411,Groceries,Debit,27.91,Ecommerce
T000007321,C000666,CC0000017,2025-04-20,202504,5999,Retail,Debit,103.12,Ecommerce
T000007322,C000933,CC0000487,2025-12-01,202512,4900,Utilities,Debit,19.44,ATM
T000007323,C000652,CC0001096,2025-09-18,202509,7011,Hotels,Debit,140.96,POS
T000007324,C000728,CC0000101,2025-12-26,202512,4511,Airlines,Debit,248.82,POS
T000007325,C000717,CC0000472,2024-12-16,202412,5999,Retail,Debit,65.84,Ecommerce
T000007326,C000507,CC0000991,2024-09-20,202409,4722,Travel Agencies,Debit,279.56,Ecommerce
T000007327,C000090,CC0000179,2024-02-10,202402,4111,Transport,Refund,-23.4,Ecommerce
T000007328,C000365,CC0001036,2025-05-12,202505,7011,Hotels,Debit,120.96,POS
T000007329,C000009,CC0000010,2024-11-17,202411,5541,Fuel,Debit,5.95,POS
T000007330,C000105,CC0000129,2025-04-08,202504,4900,Utilities,Debit,7.53,POS
T000007331,C000587,CC0000300,2024-08-07,202408,5411,Groceries,Debit,29.62,Ecommerce
T000007332,C000817,CC0000427,2024-05-02,202405,4900,Utilities,Debit,92.38,Ecommerce
T000007333,C000809,CC0000283,2025-05-18,202505,5411,Groceries,Debit,77.1,Ecommerce
T000007334,C000905,CC0000783,2024-10-10,202410,5411,Groceries,Debit,43.77,POS
T000007335,C000472,CC0000671,2025-01-21,202501,5411,Groceries,Debit,10.06,POS
T000007336,C000475,CC0000186,2025-12-16,202512,5912,Pharmacy,Debit,65.29,Ecommerce
T000007337,C000684,CC0000829,2024-07-24,202407,4722,Travel Agencies,Debit,622.29,Ecommerce
T000007338,C000445,CC0000675,2024-04-03,202404,5311,Department Stores,Debit,52.57,POS
T000007339,C000675,CC0001057,2025-06-03,202506,5812,Restaurants,Debit,19.52,Ecommerce
T000007340,C000553,CC0000835,2025-02-23,202502,5999,Retail,Debit,49.55,Ecommerce
T000007341,C000437,CC0000929,2024-10-17,202410,4111,Transport,Debit,12.13,Ecommerce
T000007342,C000637,CC0000723,2025-03-13,202503,6011,Cash Withdrawal,Debit,134.11,Ecommerce
T000007343,C000036,CC0000348,2025-11-04,202511,4722,Travel Agencies,Debit,409.17,Ecommerce
T000007344,C000445,CC0000303,2024-05-02,202405,5541,Fuel,Debit,134.11,POS
T000007345,C000081,CC0000905,2025-07-31,202507,6011,Cash Withdrawal,Debit,69.34,ATM
T000007346,C000059,CC0000203,2025-01-25,202501,4814,Telecom,Debit,16.34,POS
T000007347,C000405,CC0001038,2025-08-11,202508,4511,Airlines,Debit,345.84,Ecommerce
T000007348,C000351,CC0001093,2025-10-31,202510,5411,Groceries,Debit,62.89,POS
T000007349,C000364,CC0000109,2024-04-26,202404,7011,Hotels,Debit,150.8,Ecommerce
T000007350,C000642,CC0000509,2024-03-25,202403,4814,Telecom,Debit,56.3,POS
T000007351,C000504,CC0001084,2024-01-03,202401,5812,Restaurants,Debit,42.89,POS
T000007352,C000276,CC0000793,2024-05-18,202405,5311,Department Stores,Debit,52.47,Ecommerce
T000007353,C000354,CC0000708,2024-09-10,202409,4511,Airlines,Debit,212.85,ATM
T000007354,C000635,CC0001011,2024-07-05,202407,5411,Groceries,Debit,64.6,POS
T000007355,C000127,CC0000232,2025-08-24,202508,4511,Airlines,Debit,144.81,POS
T000007356,C000128,CC0000880,2025-07-02,202507,4814,Telecom,Debit,25.59,Ecommerce
T000007357,C000409,CC0001023,2024-09-13,202409,6011,Cash Withdrawal,Debit,427.58,POS
T000007358,C000354,CC0000192,2025-02-25,202502,5691,Clothing,Debit,50.6,POS
T000007359,C000294,CC0000130,2024-08-16,202408,5812,Restaurants,Debit,9.36,ATM
T000007360,C000760,CC0001007,2025-01-02,202501,4722,Travel Agencies,Debit,97.49,Ecommerce
T000007361,C000642,CC0000509,2024-07-31,202407,4111,Transport,Debit,46.73,POS
T000007362,C000598,CC0000937,2025-08-01,202508,4900,Utilities,Debit,28.25,Ecommerce
T000007363,C000382,CC0000641,2024-06-15,202406,6011,Cash Withdrawal,Debit,77.39,POS
T000007364,C000896,CC0000917,2025-12-15,202512,5411,Groceries,Debit,59.84,Ecommerce
T000007365,C000928,CC0000523,2025-11-11,202511,5999,Retail,Debit,59.26,POS
T000007366,C000522,CC0000267,2024-05-23,202405,5541,Fuel,Debit,18.71,POS
T000007367,C000541,CC0000521,2025-02-20,202502,5411,Groceries,Debit,60.4,Ecommerce
T000007368,C000361,CC0000051,2025-08-15,202508,5812,Restaurants,Debit,71.74,ATM
T000007369,C000840,CC0000039,2025-09-08,202509,7011,Hotels,Debit,83.6,Ecommerce
T000007370,C000653,CC0000776,2024-09-27,202409,5812,Restaurants,Debit,43.28,Ecommerce
T000007371,C000097,CC0000126,2025-02-03,202502,5411,Groceries,Debit,170.39,POS
T000007372,C000998,CC0000700,2024-04-16,202404,4111,Transport,Debit,83.16,POS
T000007373,C000501,CC0000162,2024-07-02,202407,7011,Hotels,Debit,325.22,POS
T000007374,C000611,CC0000068,2024-07-06,202407,4814,Telecom,Debit,84.25,Ecommerce
T000007375,C000276,CC0000793,2024-07-27,202407,5541,Fuel,Debit,115.68,POS
T000007376,C000502,CC0000052,2024-10-18,202410,5311,Department Stores,Debit,29.06,ATM
T000007377,C000067,CC0000369,2025-05-17,202505,7011,Hotels,Debit,48.44,POS
T000007378,C000005,CC0000311,2025-10-18,202510,4511,Airlines,Debit,175.11,Ecommerce
T000007379,C000833,CC0000818,2025-02-28,202502,5311,Department Stores,Debit,35.04,POS
T000007380,C000227,CC0000687,2024-12-15,202412,4900,Utilities,Debit,38.14,POS
T000007381,C000777,CC0000850,2025-05-28,202505,4511,Airlines,Debit,332.54,Ecommerce
T000007382,C000012,CC0000623,2025-03-24,202503,5541,Fuel,Debit,29.79,Ecommerce
T000007383,C000593,CC0000711,2024-11-21,202411,5812,Restaurants,Debit,175.89,ATM
T000007384,C000602,CC0000695,2024-01-25,202401,5411,Groceries,Refund,-8.0,POS
T000007385,C000850,CC0000556,2025-01-30,202501,4814,Telecom,Debit,123.31,POS
T000007386,C000585,CC0000702,2024-02-16,202402,4814,Telecom,Debit,13.4,ATM
T000007387,C000105,CC0000129,2025-03-21,202503,5691,Clothing,Debit,85.44,POS
T000007388,C000078,CC0000244,2025-11-15,202511,4722,Travel Agencies,Debit,279.92,POS
T000007389,C000200,CC0000184,2025-08-05,202508,4900,Utilities,Debit,43.51,POS
T000007390,C000728,CC0001087,2025-09-03,202509,5912,Pharmacy,Debit,91.99,POS
T000007391,C000789,CC0000887,2024-12-03,202412,4111,Transport,Debit,27.04,POS
T000007392,C000146,CC0000994,2024-12-23,202412,5691,Clothing,Debit,23.01,POS
T000007393,C000023,CC0000727,2025-01-18,202501,5691,Clothing,Debit,86.74,Ecommerce
T000007394,C000101,CC0000597,2024-05-26,202405,5912,Pharmacy,Debit,35.36,POS
T000007395,C000257,CC0000775,2025-12-16,202512,4511,Airlines,Debit,492.86,POS
T000007396,C000426,CC0000030,2024-01-30,202401,7011,Hotels,Debit,241.54,POS
T000007397,C000931,CC0000795,2025-12-23,202512,5411,Groceries,Debit,68.44,POS
T000007398,C000107,CC0000346,2025-12-13,202512,4511,Airlines,Debit,102.44,POS
T000007399,C000675,CC0001057,2025-11-17,202511,5812,Restaurants,Debit,19.08,POS
T000007400,C000175,CC0000072,2024-01-05,202401,5541,Fuel,Debit,108.63,Ecommerce
T000007401,C000963,CC0001044,2025-11-27,202511,7011,Hotels,Debit,233.14,POS
T000007402,C000520,CC0000749,2024-06-22,202406,4722,Travel Agencies,Debit,127.33,Ecommerce
T000007403,C000725,CC0000205,2024-07-09,202407,5812,Restaurants,Debit,16.43,POS
T000007404,C000769,CC0000510,2025-05-14,202505,5691,Clothing,Debit,56.69,POS
T000007405,C000507,CC0001027,2024-10-17,202410,5541,Fuel,Debit,54.03,POS
T000007406,C000600,CC0000036,2025-11-15,202511,4511,Airlines,Debit,411.26,POS
T000007407,C000325,CC0001013,2024-12-28,202412,4814,Telecom,Debit,43.37,POS
T000007408,C000245,CC0000350,2024-03-26,202403,7011,Hotels,Debit,690.09,POS
T000007409,C000858,CC0000906,2024-06-23,202406,4814,Telecom,Debit,76.51,Ecommerce
T000007410,C000788,CC0000016,2025-07-18,202507,5691,Clothing,Debit,165.89,Ecommerce
T000007411,C000337,CC0000019,2025-02-24,202502,7011,Hotels,Debit,68.84,POS
T000007412,C000758,CC0000616,2024-08-30,202408,5999,Retail,Debit,61.0,ATM
T000007413,C000416,CC0000713,2024-06-09,202406,4111,Transport,Debit,140.9,ATM
T000007414,C000497,CC0000439,2025-05-11,202505,5912,Pharmacy,Debit,17.57,POS
T000007415,C000156,CC0000106,2024-07-13,202407,4900,Utilities,Debit,102.57,Ecommerce
T000007416,C000417,CC0000866,2024-03-11,202403,4722,Travel Agencies,Debit,28.9,ATM
T000007417,C000914,CC0000253,2025-02-10,202502,4111,Transport,Debit,18.99,ATM
T000007418,C000865,CC0001043,2025-09-23,202509,7011,Hotels,Debit,63.4,POS
T000007419,C000228,CC0000296,2024-08-13,202408,5999,Retail,Debit,20.4,POS
T000007420,C000027,CC0000660,2025-05-31,202505,5541,Fuel,Debit,92.89,Ecommerce
T000007421,C000775,CC0000189,2024-11-21,202411,5912,Pharmacy,Debit,42.74,Ecommerce
T000007422,C000092,CC0000377,2025-11-28,202511,4111,Transport,Debit,51.0,Ecommerce
T000007423,C000323,CC0000822,2025-03-19,202503,5812,Restaurants,Debit,27.01,POS
T000007424,C000736,CC0000947,2025-01-01,202501,4814,Telecom,Debit,54.59,POS
T000007425,C000529,CC0000176,2024-06-15,202406,4511,Airlines,Debit,373.57,POS
T000007426,C000107,CC0000346,2025-10-10,202510,5812,Restaurants,Debit,17.91,POS
T000007427,C000252,CC0000287,2024-02-03,202402,4900,Utilities,Debit,387.82,Ecommerce
T000007428,C000583,CC0000591,2025-01-29,202501,5912,Pharmacy,Debit,46.28,Ecommerce
T000007429,C000668,CC0000547,2024-07-13,202407,5912,Pharmacy,Debit,25.25,ATM
T000007430,C000829,CC0001035,2025-01-09,202501,6011,Cash Withdrawal,Debit,41.23,POS
T000007431,C000813,CC0000416,2025-12-18,202512,5812,Restaurants,Debit,70.7,POS
T000007432,C000865,CC0001043,2024-03-10,202403,5812,Restaurants,Debit,63.76,POS
T000007433,C000201,CC0000394,2024-02-08,202402,7011,Hotels,Debit,77.98,Ecommerce
T000007434,C000883,CC0000555,2025-08-17,202508,4111,Transport,Debit,120.42,Ecommerce
T000007435,C000154,CC0000067,2025-05-24,202505,5411,Groceries,Debit,79.33,POS
T000007436,C000886,CC0000083,2024-10-27,202410,7011,Hotels,Debit,269.13,Ecommerce
T000007437,C000962,CC0000336,2024-06-11,202406,7011,Hotels,Debit,507.19,POS
T000007438,C000980,CC0000273,2025-03-14,202503,5411,Groceries,Refund,-16.27,ATM
T000007439,C000771,CC0000739,2024-07-06,202407,5912,Pharmacy,Debit,127.74,POS
T000007440,C000293,CC0000456,2025-04-20,202504,5691,Clothing,Debit,88.1,Ecommerce
T000007441,C000195,CC0000037,2024-10-22,202410,4511,Airlines,Refund,-195.71,POS
T000007442,C000282,CC0000566,2025-07-19,202507,5541,Fuel,Debit,44.77,Ecommerce
T000007443,C000511,CC0000948,2025-04-25,202504,5691,Clothing,Debit,122.74,POS
T000007444,C000264,CC0001064,2025-02-24,202502,5691,Clothing,Debit,135.84,ATM
T000007445,C000757,CC0000093,2024-03-12,202403,4511,Airlines,Debit,301.63,ATM
T000007446,C000999,CC0001077,2025-03-28,202503,5541,Fuel,Debit,78.42,POS
T000007447,C000378,CC0000957,2025-05-24,202505,4511,Airlines,Debit,832.51,ATM
T000007448,C000641,CC0000787,2025-01-15,202501,4814,Telecom,Debit,2.61,ATM
T000007449,C000354,CC0000192,2025-03-08,202503,7011,Hotels,Debit,418.45,Ecommerce
T000007450,C000022,CC0000588,2025-03-24,202503,4722,Travel Agencies,Debit,276.32,POS
T000007451,C000928,CC0000523,2024-06-19,202406,5912,Pharmacy,Debit,154.88,POS
T000007452,C000016,CC0000670,2024-11-20,202411,4900,Utilities,Debit,26.16,POS
T000007453,C000523,CC0000045,2024-04-02,202404,5999,Retail,Debit,72.5,ATM
T000007454,C000339,CC0000974,2025-07-20,202507,5912,Pharmacy,Debit,71.38,POS
T000007455,C000457,CC0001014,2024-04-16,202404,6011,Cash Withdrawal,Debit,262.06,Ecommerce
T000007456,C000463,CC0000178,2025-08-14,202508,5311,Department Stores,Debit,46.59,POS
T000007457,C000641,CC0000755,2025-04-09,202504,5691,Clothing,Debit,36.55,Ecommerce
T000007458,C000303,CC0000001,2025-01-12,202501,4814,Telecom,Debit,83.72,POS
T000007459,C000032,CC0000939,2025-01-03,202501,6011,Cash Withdrawal,Debit,176.61,POS
T000007460,C000709,CC0000020,2024-04-17,202404,5311,Department Stores,Debit,52.26,POS
T000007461,C000362,CC0000260,2025-04-20,202504,4814,Telecom,Debit,80.75,Ecommerce
T000007462,C000169,CC0000454,2024-09-29,202409,5311,Department Stores,Debit,173.17,Ecommerce
T000007463,C000943,CC0000869,2025-07-25,202507,4111,Transport,Debit,59.94,POS
T000007464,C000497,CC0000439,2025-09-05,202509,4111,Transport,Debit,6.77,POS
T000007465,C000696,CC0000245,2025-10-31,202510,5691,Clothing,Debit,74.78,POS
T000007466,C000658,CC0000325,2025-10-31,202510,4722,Travel Agencies,Debit,63.76,Ecommerce
T000007467,C000004,CC0000896,2025-07-10,202507,4511,Airlines,Debit,166.42,ATM
T000007468,C000839,CC0000470,2024-07-13,202407,4900,Utilities,Debit,107.8,POS
T000007469,C000464,CC0000575,2024-07-18,202407,5691,Clothing,Debit,50.42,POS
T000007470,C000777,CC0000850,2025-11-18,202511,5311,Department Stores,Debit,99.19,POS
T000007471,C000879,CC0000200,2025-12-04,202512,5541,Fuel,Debit,101.26,POS
T000007472,C000951,CC0000301,2024-07-21,202407,7011,Hotels,Debit,403.74,POS
T000007473,C000773,CC0000513,2025-04-18,202504,7011,Hotels,Debit,397.4,Ecommerce
T000007474,C000578,CC0000738,2025-11-01,202511,5691,Clothing,Debit,155.49,POS
T000007475,C000245,CC0000075,2025-09-10,202509,5999,Retail,Debit,4.55,POS
T000007476,C000896,CC0000693,2025-11-13,202511,5691,Clothing,Debit,35.45,POS
T000007477,C000679,CC0000243,2024-09-13,202409,6011,Cash Withdrawal,Debit,53.93,POS
T000007478,C000899,CC0001071,2025-01-03,202501,5812,Restaurants,Debit,88.75,Ecommerce
T000007479,C000563,CC0000415,2025-03-12,202503,4511,Airlines,Debit,209.13,POS
T000007480,C000475,CC0000653,2025-11-24,202511,4814,Telecom,Debit,28.86,Ecommerce
T000007481,C000225,CC0000213,2025-12-18,202512,5999,Retail,Debit,36.22,ATM
T000007482,C000750,CC0000508,2025-02-04,202502,5311,Department Stores,Debit,40.3,Ecommerce
T000007483,C000270,CC0000196,2025-09-14,202509,5812,Restaurants,Debit,98.85,Ecommerce
T000007484,C000121,CC0000080,2024-10-03,202410,7011,Hotels,Debit,25.51,POS
T000007485,C000636,CC0000341,2025-03-16,202503,5311,Department Stores,Debit,29.0,Ecommerce
T000007486,C000077,CC0000960,2025-08-14,202508,4814,Telecom,Debit,3.11,POS
T000007487,C000115,CC0000157,2025-10-09,202510,4900,Utilities,Debit,97.84,POS
T000007488,C000461,CC0000400,2024-03-20,202403,4722,Travel Agencies,Debit,553.05,POS
T000007489,C000800,CC0000187,2024-02-23,202402,5912,Pharmacy,Debit,79.84,Ecommerce
T000007490,C000902,CC0000867,2024-06-07,202406,5912,Pharmacy,Debit,88.91,ATM
T000007491,C000939,CC0000107,2024-03-15,202403,5691,Clothing,Debit,66.1,POS
T000007492,C000210,CC0000741,2024-06-04,202406,7011,Hotels,Debit,351.46,Ecommerce
T000007493,C000784,CC0000447,2025-11-23,202511,5411,Groceries,Debit,8.43,POS
T000007494,C000490,CC0000541,2025-03-30,202503,5691,Clothing,Debit,76.88,POS
T000007495,C000404,CC0000975,2024-03-11,202403,5812,Restaurants,Debit,26.81,POS
T000007496,C000645,CC0000317,2025-06-01,202506,5541,Fuel,Debit,89.5,POS
T000007497,C000156,CC0000498,2025-11-16,202511,5311,Department Stores,Debit,47.46,POS
T000007498,C000863,CC0000235,2025-09-03,202509,5411,Groceries,Debit,143.61,POS
T000007499,C000290,CC0000604,2025-09-16,202509,5541,Fuel,Debit,68.41,POS
T000007500,C000679,CC0000453,2025-10-18,202510,7011,Hotels,Debit,57.89,POS
T000007501,C000674,CC0000924,2025-07-02,202507,4111,Transport,Debit,17.54,POS
T000007502,C000902,CC0000862,2025-09-30,202509,4722,Travel Agencies,Debit,55.7,POS
T000007503,C000082,CC0000624,2025-08-04,202508,5999,Retail,Debit,55.07,POS
T000007504,C000988,CC0000280,2025-05-12,202505,4111,Transport,Debit,136.83,POS
T000007505,C000912,CC0000733,2024-05-25,202405,5691,Clothing,Debit,39.14,ATM
T000007506,C000307,CC0000236,2025-10-29,202510,5999,Retail,Debit,74.72,POS
T000007507,C000293,CC0000456,2024-03-06,202403,4814,Telecom,Refund,-16.24,ATM
T000007508,C000645,CC0000211,2024-07-20,202407,5311,Department Stores,Debit,87.68,POS
T000007509,C000341,CC0000973,2025-06-11,202506,4722,Travel Agencies,Debit,128.38,POS
T000007510,C000327,CC0000362,2025-06-13,202506,5912,Pharmacy,Debit,73.95,POS
T000007511,C000849,CC0000878,2025-10-06,202510,5999,Retail,Debit,152.07,POS
T000007512,C000138,CC0000156,2024-02-25,202402,4111,Transport,Debit,60.65,Ecommerce
T000007513,C000737,CC0000656,2025-07-28,202507,5541,Fuel,Debit,18.42,POS
T000007514,C000865,CC0001043,2024-04-01,202404,4814,Telecom,Debit,64.26,Ecommerce
T000007515,C000648,CC0000066,2025-03-20,202503,5691,Clothing,Debit,62.54,POS
T000007516,C000938,CC0000785,2024-06-14,202406,4111,Transport,Debit,99.29,POS
T000007517,C000902,CC0000824,2025-02-19,202502,5311,Department Stores,Debit,60.02,Ecommerce
T000007518,C000962,CC0000792,2024-03-15,202403,5691,Clothing,Debit,147.6,POS
T000007519,C000081,CC0000905,2024-01-25,202401,5311,Department Stores,Debit,102.5,POS
T000007520,C000693,CC0000528,2025-12-05,202512,5912,Pharmacy,Debit,61.11,ATM
T000007521,C000328,CC0000583,2025-01-08,202501,4814,Telecom,Debit,55.63,Ecommerce
T000007522,C000335,CC0000320,2024-12-06,202412,7011,Hotels,Debit,66.96,POS
T000007523,C000200,CC0000184,2024-10-13,202410,6011,Cash Withdrawal,Debit,142.99,POS
T000007524,C000672,CC0000936,2025-10-23,202510,5311,Department Stores,Debit,12.57,POS
T000007525,C000182,CC0000360,2025-07-25,202507,4722,Travel Agencies,Refund,-223.98,POS
T000007526,C000433,CC0000610,2024-12-13,202412,5999,Retail,Debit,9.76,POS
T000007527,C000697,CC0000366,2024-03-30,202403,5541,Fuel,Debit,62.23,POS
T000007528,C000512,CC0000322,2025-05-25,202505,5812,Restaurants,Debit,20.36,ATM
T000007529,C000314,CC0000105,2024-05-28,202405,4900,Utilities,Refund,-75.67,POS
T000007530,C000581,CC0000026,2024-08-22,202408,5812,Restaurants,Refund,-58.47,POS
T000007531,C000800,CC0000187,2025-04-27,202504,4814,Telecom,Debit,36.38,Ecommerce
T000007532,C000210,CC0000741,2025-11-24,202511,5311,Department Stores,Debit,15.42,POS
T000007533,C000150,CC0000326,2024-06-10,202406,5411,Groceries,Debit,54.75,POS
T000007534,C000849,CC0000798,2024-01-26,202401,4900,Utilities,Debit,51.52,Ecommerce
T000007535,C000142,CC0000944,2024-11-05,202411,4722,Travel Agencies,Debit,532.98,Ecommerce
T000007536,C000081,CC0000905,2025-05-24,202505,4722,Travel Agencies,Debit,148.21,POS
T000007537,C000575,CC0000177,2025-04-25,202504,6011,Cash Withdrawal,Debit,297.26,ATM
T000007538,C000256,CC0000572,2025-11-24,202511,4722,Travel Agencies,Debit,78.45,Ecommerce
T000007539,C000285,CC0000248,2024-05-31,202405,5812,Restaurants,Debit,23.76,POS
T000007540,C000856,CC0000159,2025-07-29,202507,5541,Fuel,Debit,80.66,Ecommerce
T000007541,C000630,CC0000511,2025-07-18,202507,6011,Cash Withdrawal,Debit,144.55,POS
T000007542,C000735,CC0000274,2025-08-27,202508,4722,Travel Agencies,Debit,241.9,POS
T000007543,C000905,CC0000783,2025-10-20,202510,7011,Hotels,Debit,20.59,Ecommerce
T000007544,C000513,CC0000494,2024-08-06,202408,5311,Department Stores,Debit,32.36,POS
T000007545,C000645,CC0000719,2024-08-13,202408,4511,Airlines,Debit,98.49,POS
T000007546,C000470,CC0000639,2024-11-25,202411,5411,Groceries,Debit,21.45,POS
T000007547,C000102,CC0000888,2024-09-12,202409,6011,Cash Withdrawal,Debit,89.69,POS
T000007548,C000623,CC0000401,2024-04-09,202404,5311,Department Stores,Debit,11.05,Ecommerce
T000007549,C000312,CC0000375,2024-08-28,202408,5691,Clothing,Debit,62.23,ATM
T000007550,C000830,CC0000334,2024-10-01,202410,5812,Restaurants,Debit,42.24,POS
T000007551,C000873,CC0000601,2025-07-07,202507,4900,Utilities,Debit,39.89,Ecommerce
T000007552,C000416,CC0000459,2024-01-07,202401,4814,Telecom,Debit,81.19,POS
T000007553,C000241,CC0000182,2025-07-02,202507,4111,Transport,Debit,22.28,Ecommerce
T000007554,C000871,CC0000843,2025-07-22,202507,4814,Telecom,Debit,151.5,POS
T000007555,C000680,CC0000468,2024-04-07,202404,4511,Airlines,Debit,57.58,Ecommerce
T000007556,C000525,CC0000737,2025-11-26,202511,5999,Retail,Debit,104.0,Ecommerce
T000007557,C000128,CC0000880,2025-06-12,202506,5812,Restaurants,Debit,136.19,Ecommerce
T000007558,C000985,CC0000853,2025-05-26,202505,7011,Hotels,Debit,31.93,POS
T000007559,C000496,CC0000331,2025-07-13,202507,4111,Transport,Debit,29.27,POS
T000007560,C000910,CC0000469,2025-08-14,202508,5311,Department Stores,Debit,16.05,POS
T000007561,C000266,CC0000706,2024-10-20,202410,4111,Transport,Debit,79.26,POS
T000007562,C000191,CC0000886,2025-01-09,202501,5912,Pharmacy,Debit,32.85,Ecommerce
T000007563,C000889,CC0000997,2025-03-21,202503,5541,Fuel,Debit,22.93,POS
T000007564,C000420,CC0000383,2024-05-19,202405,4511,Airlines,Debit,118.39,Ecommerce
T000007565,C000534,CC0000444,2024-02-14,202402,5691,Clothing,Debit,55.15,POS
T000007566,C000052,CC0001001,2025-06-10,202506,4722,Travel Agencies,Debit,376.88,POS
T000007567,C000408,CC0000234,2024-07-01,202407,5999,Retail,Debit,124.03,ATM
T000007568,C000147,CC0000912,2024-08-06,202408,4722,Travel Agencies,Debit,129.82,Ecommerce
T000007569,C000424,CC0000600,2024-03-16,202403,5999,Retail,Debit,12.9,POS
T000007570,C000846,CC0001068,2024-12-01,202412,5912,Pharmacy,Debit,71.49,POS
T000007571,C000299,CC0000483,2025-02-18,202502,6011,Cash Withdrawal,Debit,84.03,Ecommerce
T000007572,C000368,CC0000969,2025-10-19,202510,6011,Cash Withdrawal,Debit,518.14,POS
T000007573,C000597,CC0001054,2024-12-24,202412,6011,Cash Withdrawal,Debit,207.77,Ecommerce
T000007574,C000282,CC0000566,2024-09-29,202409,5411,Groceries,Debit,74.81,POS
T000007575,C000475,CC0001022,2025-08-02,202508,5311,Department Stores,Debit,60.63,POS
T000007576,C000943,CC0000869,2024-07-30,202407,5812,Restaurants,Debit,65.2,POS
T000007577,C000522,CC0000267,2024-01-09,202401,4814,Telecom,Debit,59.64,POS
T000007578,C000775,CC0000189,2024-01-24,202401,5812,Restaurants,Debit,64.2,POS
T000007579,C000295,CC0000553,2025-09-08,202509,4111,Transport,Debit,36.48,POS
T000007580,C000849,CC0000798,2025-05-27,202505,5411,Groceries,Debit,33.24,ATM
T000007581,C000994,CC0000884,2024-05-11,202405,7011,Hotels,Debit,86.96,ATM
T000007582,C000113,CC0000854,2024-06-06,202406,5999,Retail,Refund,-177.05,ATM
T000007583,C000294,CC0000130,2025-09-02,202509,5812,Restaurants,Debit,4.64,POS
T000007584,C000524,CC0000467,2025-04-11,202504,5311,Department Stores,Debit,33.06,POS
T000007585,C000736,CC0000078,2024-12-17,202412,5411,Groceries,Debit,38.6,POS
T000007586,C000092,CC0000377,2024-09-24,202409,4511,Airlines,Debit,335.08,POS
T000007587,C000426,CC0000374,2024-10-05,202410,4900,Utilities,Debit,31.45,POS
T000007588,C000561,CC0000198,2025-07-29,202507,5999,Retail,Debit,139.01,POS
T000007589,C000652,CC0001096,2024-05-24,202405,5691,Clothing,Debit,117.25,ATM
T000007590,C000816,CC0000614,2025-10-11,202510,5812,Restaurants,Debit,144.09,POS
T000007591,C000524,CC0000114,2024-06-22,202406,5691,Clothing,Debit,61.41,POS
T000007592,C000947,CC0001039,2024-06-21,202406,4111,Transport,Debit,131.74,POS
T000007593,C000598,CC0000937,2024-10-02,202410,6011,Cash Withdrawal,Debit,46.85,POS
T000007594,C000464,CC0000168,2025-08-01,202508,4900,Utilities,Refund,-54.59,Ecommerce
T000007595,C000252,CC0000239,2024-01-04,202401,4722,Travel Agencies,Debit,41.34,POS
T000007596,C000778,CC0000904,2024-04-21,202404,5812,Restaurants,Debit,78.62,POS
T000007597,C000789,CC0000570,2024-10-01,202410,5411,Groceries,Debit,77.6,Ecommerce
T000007598,C000141,CC0000450,2024-04-12,202404,5311,Department Stores,Debit,61.97,Ecommerce
T000007599,C000426,CC0000374,2024-10-06,202410,4111,Transport,Debit,44.91,POS
T000007600,C000707,CC0000452,2024-11-08,202411,5912,Pharmacy,Debit,97.42,POS
T000007601,C000416,CC0000459,2025-03-27,202503,5411,Groceries,Debit,128.02,POS
T000007602,C000162,CC0000949,2024-08-24,202408,4111,Transport,Debit,182.57,POS
T000007603,C000364,CC0000109,2025-01-27,202501,5912,Pharmacy,Debit,75.64,POS
T000007604,C000161,CC0000813,2025-12-21,202512,5999,Retail,Refund,-51.92,POS
T000007605,C000497,CC0000709,2024-12-03,202412,4722,Travel Agencies,Debit,167.59,POS
T000007606,C000764,CC0000840,2025-08-09,202508,5812,Restaurants,Debit,83.11,Ecommerce
T000007607,C000757,CC0000629,2024-07-18,202407,5912,Pharmacy,Debit,28.29,ATM
T000007608,C000985,CC0000291,2025-10-11,202510,4722,Travel Agencies,Debit,256.95,POS
