loan_id,customer_id,loan_type,open_date,original_principal_eur,current_balance_eur,monthly_installment_eur,days_past_due,loan_status
L0000348,C000614,Consumer,2021-06-20,16783.09,12639.52,73.49,15,Active
L0000349,C000742,SME,2022-05-28,62288.21,5753.27,302.27,0,Closed
L0000350,C000076,Consumer,2018-02-28,9215.21,4971.29,78.76,0,Active
L0000351,C000919,Consumer,2023-04-23,4554.85,2533.49,242.39,30,Active
L0000352,C000583,Consumer,2016-02-27,17524.81,10906.83,107.29,0,Active
L0000353,C000945,SME,2017-06-08,36398.37,12159.37,284.89,0,Active
L0000354,C000103,Mortgage,2023-07-24,123242.9,8779.93,544.69,0,Active
L0000355,C000234,Auto,2022-11-03,34468.2,29300.9,218.25,60,Closed
L0000356,C000950,Mortgage,2022-01-14,156067.93,138320.56,674.39,0,Active
L0000357,C000693,Mortgage,2020-10-29,192501.73,93130.38,1149.75,0,Active
L0000358,C000647,Auto,2017-08-10,14233.13,976.06,93.51,0,Active
L0000359,C000405,Mortgage,2019-11-29,168193.94,96338.8,2039.55,5,Active
L0000360,C000556,Auto,2020-07-09,18186.68,6080.48,176.63,0,Active
L0000361,C000547,Mortgage,2016-09-18,136470.76,29237.09,1572.08,30,Active
L0000362,C000198,Consumer,2020-10-03,22104.21,4466.32,163.11,0,Active
L0000363,C000567,Consumer,2016-09-17,10606.77,2241.53,41.01,0,Active
L0000364,C000516,Auto,2017-01-02,18134.78,6306.5,205.26,0,Active
L0000365,C000314,Auto,2017-05-11,11677.5,3533.12,93.83,15,Closed
L0000366,C000343,Auto,2017-07-13,24219.28,19442.81,84.59,0,Active
L0000367,C000768,Consumer,2016-08-27,9196.87,4559.65,194.73,0,Default
L0000368,C000676,Mortgage,2023-08-25,166021.97,72200.09,2317.31,0,Active
L0000369,C000470,Consumer,2022-06-01,3750.43,679.77,27.79,0,Active
L0000370,C000605,Consumer,2020-01-23,14743.19,12359.24,140.32,0,Active
L0000371,C000242,Mortgage,2018-12-12,91033.8,9043.3,1056.04,0,Closed
L0000372,C000500,SME,2017-07-13,73262.94,19457.04,306.87,0,Active
L0000373,C000562,Consumer,2023-08-03,11932.2,7270.59,79.86,0,Active
L0000374,C000253,Mortgage,2022-05-17,95909.75,65418.24,906.17,0,Closed
L0000375,C000170,SME,2022-01-04,45336.01,34955.92,322.61,0,Closed
L0000376,C000526,Consumer,2019-10-06,7748.06,3248.47,31.24,5,Active
L0000377,C000941,Auto,2016-03-21,23864.51,8640.53,77.84,0,Active
L0000378,C000462,Mortgage,2021-02-07,72811.32,22549.41,917.05,0,Active
L0000379,C000902,Consumer,2019-11-24,10664.61,5985.89,753.74,0,Active
L0000380,C000852,Consumer,2018-05-18,13726.2,4993.21,897.49,0,Active
L0000381,C000745,Consumer,2018-07-09,20067.47,6928.99,176.66,0,Active
L0000382,C000895,Auto,2016-06-18,17934.91,1169.39,98.35,0,Active
L0000383,C000412,Mortgage,2022-12-20,109087.02,98558.42,5416.78,30,Active
L0000384,C000760,Mortgage,2017-04-26,132313.57,13831.38,836.75,0,Active
L0000385,C000145,Mortgage,2022-07-02,26694.11,7842.31,207.04,0,Active
L0000386,C000320,Consumer,2023-10-12,6006.77,5281.62,22.67,0,Active
L0000387,C000567,Mortgage,2016-05-14,103108.51,73394.01,676.46,0,Active
L0000388,C000039,Auto,2020-12-25,13009.22,7419.49,122.69,0,Active
L0000389,C000766,Consumer,2016-07-13,3995.83,2576.24,21.74,15,Active
L0000390,C000926,Mortgage,2022-08-23,158600.04,21784.36,3380.9,0,Closed
L0000391,C000106,Consumer,2020-01-20,13298.78,10343.56,91.5,0,Active
L0000392,C000993,Mortgage,2016-03-03,126311.94,34747.92,1461.12,0,Active
L0000393,C000089,Consumer,2022-03-05,8530.04,7767.39,146.23,0,Default
L0000394,C000128,Auto,2022-02-13,18555.75,4791.78,156.3,0,Active
L0000395,C000763,Auto,2023-05-24,21601.15,13237.79,136.17,0,Active
L0000396,C000686,Consumer,2019-11-17,10675.52,5773.24,73.13,15,Closed
L0000397,C000937,Consumer,2023-06-17,14222.86,2542.94,56.65,0,Closed
L0000398,C000426,Mortgage,2021-04-26,84177.28,31704.06,978.03,0,Active
L0000399,C000573,Auto,2020-03-15,18682.4,14070.9,94.24,0,Default
L0000400,C000149,Consumer,2018-11-11,17712.49,4274.54,108.27,0,Active
L0000401,C000692,Consumer,2018-05-05,18160.1,16645.03,79.82,30,Active
L0000402,C000999,SME,2020-12-17,88189.72,27862.24,383.88,0,Active
L0000403,C000597,Consumer,2021-11-29,13427.84,8245.36,62.29,5,Active
L0000404,C000934,Auto,2016-04-14,18221.3,11059.97,170.91,5,Active
L0000405,C000394,Consumer,2019-04-17,9756.06,4621.45,65.57,0,Active
L0000406,C000983,Mortgage,2016-05-13,38663.19,24737.65,233.26,0,Active
L0000407,C000537,Mortgage,2019-03-04,59479.51,42778.81,237.3,0,Active
L0000408,C000144,Consumer,2022-05-21,11159.73,6775.1,161.77,0,Active
L0000409,C000363,Consumer,2021-07-10,11458.56,6347.99,41.74,0,Active
L0000410,C000492,Auto,2016-12-29,27885.56,16618.81,134.86,0,Active
L0000411,C000068,Auto,2021-09-24,27203.59,11201.36,854.57,15,Active
L0000412,C000896,Consumer,2016-02-10,8567.57,974.87,105.98,0,Active
L0000413,C000240,Consumer,2016-02-06,16091.63,3117.41,254.15,15,Active
L0000414,C000676,Consumer,2023-04-18,9614.66,5730.66,64.17,30,Closed
L0000415,C000920,Consumer,2016-04-05,15413.08,13632.2,262.73,30,Closed
L0000416,C000435,Auto,2018-02-14,23642.12,1729.81,291.3,0,Active
L0000417,C000610,Mortgage,2017-01-20,175894.18,94918.07,3302.69,0,Active
L0000418,C000517,SME,2020-08-27,42683.92,11817.27,1950.45,0,Active
L0000419,C000765,Mortgage,2020-03-05,165643.67,92025.97,1239.27,0,Active
L0000420,C000039,Mortgage,2022-09-15,35723.37,25888.43,345.85,0,Active
L0000421,C000360,Auto,2023-11-22,27073.51,19273.84,190.31,0,Active
L0000422,C000612,Mortgage,2021-12-18,118874.25,83496.94,1684.58,0,Closed
L0000423,C000092,Consumer,2019-09-24,11981.36,8998.37,145.2,0,Active
L0000424,C000860,Mortgage,2016-05-16,28315.36,3266.17,115.08,30,Active
L0000425,C000633,Auto,2023-05-17,15279.34,7771.38,63.37,0,Active
L0000426,C000003,Consumer,2020-06-25,18777.4,5362.84,264.96,30,Active
L0000427,C000013,Mortgage,2017-09-27,100798.41,88616.27,2208.56,0,Active
L0000428,C000160,Consumer,2020-05-01,15567.31,11746.96,59.6,0,Active
L0000429,C000664,Mortgage,2019-02-18,121554.98,17843.1,724.48,0,Active
L0000430,C000518,SME,2018-10-19,81566.73,21935.05,563.44,0,Active
L0000431,C000483,Mortgage,2019-08-16,128617.54,59125.26,627.0,0,Active
L0000432,C000561,Consumer,2022-01-09,7340.94,6728.84,105.4,5,Active
L0000433,C000495,Consumer,2017-04-23,12282.25,1826.44,104.38,30,Active
L0000434,C000344,Consumer,2023-09-15,20006.08,11226.92,167.26,0,Active
L0000435,C000008,SME,2016-07-01,67441.13,24087.19,376.26,0,Active
L0000436,C000028,Consumer,2017-03-05,11417.77,7212.68,201.51,0,Active
L0000437,C000690,Auto,2021-05-28,33790.21,21417.45,248.84,0,Active
L0000438,C000744,Consumer,2017-02-28,17796.08,4743.23,78.62,0,Active
L0000439,C000240,Consumer,2022-03-20,16083.67,12179.01,266.09,0,Closed
L0000440,C000243,Consumer,2021-11-15,13586.71,1795.3,388.22,0,Active
L0000441,C000408,Mortgage,2019-06-09,152862.32,120199.46,716.42,0,Active
L0000442,C000645,Mortgage,2019-08-19,154322.94,37156.36,694.01,0,Active
L0000443,C000594,Mortgage,2023-12-29,21773.31,12642.05,186.69,0,Active
L0000444,C000560,SME,2022-05-11,64873.41,23521.72,3715.04,0,Active
L0000445,C000037,Auto,2021-01-19,16874.36,10104.4,111.6,0,Active
L0000446,C000431,Mortgage,2017-02-15,97510.07,28343.84,1208.46,0,Closed
L0000447,C000753,Consumer,2020-09-17,11022.81,6195.56,65.83,0,Closed
L0000448,C000591,Auto,2016-04-26,7109.06,407.91,163.54,15,Active
L0000449,C000807,Consumer,2018-01-05,2976.95,1152.11,12.29,0,Active
L0000450,C000696,Consumer,2021-07-30,18232.51,14472.06,101.63,15,Active
L0000451,C000900,Auto,2019-04-05,21235.1,9910.55,105.97,0,Active
L0000452,C000573,Mortgage,2023-12-14,11414.45,5699.64,91.25,0,Active
L0000453,C000570,Consumer,2023-07-05,9118.08,5556.73,129.36,0,Active
L0000454,C000558,Mortgage,2016-10-03,159624.83,70360.81,602.78,0,Active
L0000455,C000265,Mortgage,2023-01-23,107399.35,89181.1,1305.84,0,Active
L0000456,C000437,Auto,2022-11-28,26715.03,11033.1,245.21,0,Active
L0000457,C000169,Auto,2016-11-05,25348.26,22770.27,95.44,0,Active
L0000458,C000431,SME,2019-01-30,21082.22,17693.13,1445.37,0,Active
L0000459,C000150,Mortgage,2023-08-01,113550.42,48710.74,2711.76,0,Active
L0000460,C000491,Auto,2016-02-19,14863.37,5636.5,66.8,0,Active
L0000461,C000955,SME,2016-06-20,20269.04,13356.59,174.31,0,Active
L0000462,C000453,Consumer,2020-01-29,4728.63,3450.84,28.2,60,Active
L0000463,C000739,SME,2023-08-15,34849.46,7571.93,244.02,0,Active
L0000464,C000440,SME,2018-03-25,38976.86,10404.51,166.56,0,Active
L0000465,C000906,Auto,2022-03-06,19982.61,3629.39,125.76,0,Active
L0000466,C000211,SME,2021-07-17,81105.34,59581.82,673.92,0,Closed
L0000467,C000835,Consumer,2017-03-02,14568.22,10095.22,94.64,0,Active
L0000468,C000725,Consumer,2018-04-20,15751.86,3467.75,84.56,0,Active
L0000469,C000889,SME,2020-12-27,48334.55,25771.37,395.78,90,Active
L0000470,C000133,Auto,2019-11-07,22221.0,16395.0,479.92,5,Active
L0000471,C000895,Mortgage,2017-11-23,113323.13,102254.38,838.87,0,Active
L0000472,C000909,Consumer,2017-08-08,9792.64,2063.02,34.56,30,Closed
L0000473,C000296,Consumer,2020-06-15,21485.5,6959.09,690.96,0,Active
L0000474,C000625,Auto,2022-08-15,1686.67,613.11,31.13,90,Active
L0000475,C000587,Mortgage,2019-04-20,35701.31,21866.32,148.95,0,Active
L0000476,C000049,Consumer,2023-05-26,13913.5,2403.93,68.78,90,Active
L0000477,C000526,Consumer,2021-05-02,10675.09,2392.14,274.98,0,Active
L0000478,C000659,Mortgage,2019-03-23,55335.7,41634.21,856.22,0,Active
L0000479,C000206,SME,2021-08-26,28634.73,15401.14,163.54,30,Active
L0000480,C000362,Consumer,2019-08-03,7377.97,1433.89,31.53,0,Closed
L0000481,C000586,Mortgage,2022-01-18,160155.14,63996.31,847.58,0,Active
L0000482,C000930,Consumer,2023-11-09,18062.05,3089.42,68.95,0,Closed
L0000483,C000061,Auto,2022-04-19,29476.94,11095.74,193.64,0,Closed
L0000484,C000937,Consumer,2017-02-18,4054.94,1663.25,16.96,0,Closed
L0000485,C000817,Consumer,2016-07-28,5164.38,779.3,33.49,0,Default
L0000486,C000846,Consumer,2022-06-19,4821.87,500.75,38.97,0,Active
L0000487,C000048,SME,2022-10-10,87221.43,73566.19,511.88,5,Active
L0000488,C000568,Auto,2020-07-14,20920.57,17759.12,163.5,0,Active
L0000489,C000369,Auto,2017-12-16,18561.39,971.15,108.4,5,Active
L0000490,C000920,Consumer,2023-01-15,13148.14,8244.99,53.63,0,Active
L0000491,C000741,SME,2019-08-02,53580.54,7196.46,192.87,0,Active
L0000492,C000650,Auto,2018-05-03,10152.01,7909.71,60.39,0,Active
L0000493,C000028,Consumer,2018-12-05,14565.86,12258.72,2350.63,15,Active
L0000494,C000876,SME,2018-05-14,50346.54,30457.32,271.09,0,Active
L0000495,C000490,Auto,2018-04-04,9597.75,5776.31,115.51,0,Active
L0000496,C000161,Auto,2018-08-09,22020.0,8463.02,339.91,15,Active
L0000497,C000875,Auto,2021-05-22,15019.49,4123.18,54.21,0,Active
L0000498,C000905,Consumer,2016-02-18,13137.42,6560.09,119.03,0,Active
L0000499,C000497,Consumer,2018-11-25,11375.1,1937.7,50.43,0,Active
L0000500,C000662,Mortgage,2017-05-11,160112.04,104873.77,1337.04,0,Active
